sentence;sentiment
however, other information suggested that the downturn might be shortlived: vacancy rates for office space had been declining, prices for commercial real estate had been edging up, and recent data on contracts suggested that building activity would improve in coming months.business inventory investment picked up sharply in april from the slow pace in march but, overall, stocks remained at a low level in relation to sales.;negative
in manufacturing, much of the increase in stocks occurred in capital goods industries in which production was expanding briskly.;positive
in the wholesale sector, a substantial decline in stocks in april more than offset a sizable increase in march, and the aggregate stock-sales ratio for the sector fell further over the march-april period.;negative
retail inventories rose considerably in april, with notable increases in stocks of apparel and general merchandise.;positive
in a departure from the general downtrend of recent months, inventory-sales ratios for most types of retail establishments were up appreciably in april.the nominal deficit on u.s. trade in goods and services narrowed somewhat in april from a downward-revised average rate in the first quarter.;positive
the value of exports in april rose substantially from the first-quarter level, led by increases in exports of machinery and aircraft.;positive
the value of imports also rose but by less than that of exports imports were up in most trade categories except petroleum products.;positive
recent information suggested that, on average, economic activity in the major foreign industrial countries continued to grow at a moderate rate in the second quarter.;positive
growth remained robust in canada and the united kingdom and was improving in germany, france, and italy.;positive
economic activity appeared to have flattened temporarily in japan following an increase in the consumption tax in april.price inflation remained subdued.;negative
for a third straight month, consumer prices recorded only a slight increase in may.;positive
favorable developments in food and energy continued to hold down the overall rise and accounted for a much smaller advance in the index of prices of all consumer items over the twelve months ended in may than over the previous twelve months.;negative
the decline in core cpi inflation over the same time period was much less, though this measure of inflation also remained relatively restrained.;positive
at the producer level, prices of finished goods other than food and energy fell further in may and were little changed over the year ended that month.;negative
at earlier stages of processing, producer prices for intermediate materials other than food and energy changed little over the year ended in may, and producer prices at the crude level advanced only slightly.;neutral
the tight conditions prevailing in labor markets were associated with a somewhat larger increase in average hourly earnings in the twelve months ended in may than in the year-earlier period.at its meeting on may 20, 1997, the committee adopted a directive that called for maintaining the existing degree of pressure on reserve positions.;neutral
because the members saw the potential need for some tightening in monetary policy to counter rising inflationary pressures, perhaps in the relatively near term, the directive included a bias toward the possible firming of reserve conditions during the intermeeting period.;positive
the reserve conditions associated with this directive were expected to be consistent with moderate growth of m2 and m3 over coming months.open market operations were directed throughout the intermeeting period toward maintaining the existing degree of pressure on reserve positions, and the federal funds rate averaged close to the intended level of 5-1/2 percent.;positive
most other market interest rates declined somewhat on balance during the period.;negative
market participants apparently concluded that the likelihood of further policy tightening had decreased substantially in light of incoming data that suggested slowing growth of final demand and continued subdued inflation.;negative
share prices in equity markets rose considerably further.in foreign exchange markets, the trade-weighted value of the dollar in terms of the other g-10 currencies was up on balance over the intermeeting period the advance occurred despite a smaller decline on average in long-term interest rates abroad than in the united states.;positive
the dollar rose appreciably against the german mark and most other continental european currencies amid growing market concerns that there would be broad participation in the european monetary union despite the fact that the major european countries would not be able to comply strictly with the maastricht fiscal standards and related expectations that the euro would be a weak currency.;positive
in contrast, the dollar fell against the japanese yen and the british pound the yen moved up as markets focused more closely on recent and prospective increases in japan's current account surplus, and the pound strengthened in anticipation of further policy tightening by the bank of england.expansion of m2 and m3 slowed sharply in may in association with a swing in household balances related to large tax payments growth of m2 rebounded in june, but m3 accelerated by less.;negative
for the year through june, m2 increased at a rate near the upper bound of its range for the year.;positive
rapid growth of m3 over the first half of the year, partly in conjunction with robust expansion of bank credit, placed growth of this aggregate somewhat above the upper bound of its range.;positive
the rate of increase in total domestic nonfinancial debt had been a little higher in recent months for the year to date, this aggregate had grown at a rate near the middle of its range.the staff forecast prepared for this meeting suggested that the economy would expand at a pace somewhat above that of its estimated potential in the second half of the year but would slow to a rate of increase more in line with that of potential in 1998. growth of consumer spending, supported by high levels of household wealth and further projected gains in employment and income, was expected to be relatively brisk for some time.;positive
business spending on equipment and structures was anticipated to continue outpacing the overall expansion of the economy, though the differential would tend to narrow in association with the gradual diminution of increases in sales and profits that was expected to occur in the context of moderating economic growth.;positive
housing construction was projected to drift lower over the forecast period.;negative
the staff anticipated that fiscal policy and the external sector would exert mild restraint on the expansion of economic activity.;positive
with labor compensation gradually accelerating in the context of high resource utilization, core consumer price inflation was forecast to drift slightly higher.in the committee's discussion of current and prospective economic developments, members commented on the continuing exceptional performance of the economy, including widespread indications of strength in business activity and subdued inflation.;positive
following a surge in late 1996 and earlier this year, the rate of expansion had moderated considerably in recent months, and the members generally expected economic activity to settle into a pattern of growth over the next six quarters that would approximate the economy's estimated output potential.;positive
a major factor in that outlook was their expectation of some deceleration in demands for consumer durables and business plant and equipment in light of the substantial buildup of such assets that already had taken place in recent years.;negative
however, given the underlying strength of the expansion, favorable financial conditions, and the absence of major imbalances in the economy, the risks of a different outcome were judged to be in the direction of somewhat faster growth than currently projected.;positive
the outlook for inflation was subject to particular uncertainty.;negative
despite an economy that had been operating for a considerable period at rates of resource utilization that were very close to, and by some estimates somewhat above, sustainable levels, inflation had remained relatively low and indeed had declined on the basis of some broad measures of prices.;negative
such an outcome was very much welcome, but the reasons for it were not completely understood and appeared to include some factors that might exert only temporary restraint on price increases.;neutral
consequently, continuing pressures on resources associated with economic growth in line with the members' current forecasts could well be reflected in rising inflation over time.in keeping with the practice at meetings when the committee sets its long-run ranges for the money and debt aggregates, the members of the committee and the federal reserve bank presidents not currently serving as members provided individual projections of the growth in real and nominal gdp, the rate of unemployment, and the rate of inflation for the years 1997 and 1998. the forecasts of the rate of expansion in real gdp for 1997 as a whole had a central tendency of 3 to 3-1/4 percent and for 1998 were centered on a range of 2 to 2-1/2 percent.;neutral
with regard to the growth of nominal gdp, most of the forecasts were in ranges of 5 to 5-1/2 percent for 1997 and 4-1/2 to 5 percent for 1998. the civilian rate of unemployment associated with these forecasts had a central tendency of 4-3/4 to 5 percent in the fourth quarters of both years.;neutral
projections of the rate of inflation, as measured by the consumer price index, pointed to a sizable moderation this year from the rate in 1996 and a partially offsetting rise in 1998, with prices of food and energy accounting for much of the swing.;positive
specifically, the projections converged on cpi inflation rates of 2-1/4 to 2-1/2 percent in 1997 and 2-1/2 to 3 percent in 1998.in their review of the outlook for economic activity in major sectors of the economy, members referred to the generally sluggish pace of retail sales in recent months.;negative
it was noted, however, that the slowdown was perhaps in part an adjustment to very strong growth of sales in previous months, and some members commented on anecdotal indications of some pickup in recent weeks.;positive
more importantly, underlying trends and fundamentals pointed to prospective growth in consumer expenditures at a pace that was likely to continue to provide key support for further moderate expansion in overall economic activity.;positive
in particular, jobs and incomes had continued to post sizable gains further large increases in stock market prices had raised wealth-to-income ratios sharply and consumer optimism had risen to new highs.;positive
on the other hand, the accumulation of consumer durables that had occurred over the course of the current cyclical advance was likely to exert a retarding influence on the rise in consumer spending.;negative
other somewhat restraining factors included the prospect of some softening in housing demand and related purchases of household goods and the already heavy debt repayment burdens of many consumers.;negative
some members also noted that a possible correction from the currently elevated levels of stock market prices could have adverse effects on consumer sentiment and purchasing power.;negative
on balance, growth in personal consumer expenditures was seen as likely to approximate the moderate rate of increase projected in overall domestic demand.the members viewed the prospects for further growth in business fixed investment as another important supportive factor in the outlook for sustained economic expansion.;positive
current indicators pointed to the continuation of very rapid growth in such spending over the near term, but some moderation was likely over the course of coming quarters in conjunction with the projected slowing in the increase of overall demand and the very large buildup in the stock of capital that already had occurred in recent years.;negative
even so, investment spending was likely to be relatively robust over the projection horizon in the context of continuing incentives to hold down production costs in highly competitive markets and to take advantage of falling prices and wider applications for certain types of new equipment, notably computer-related equipment.;positive
the ready availability of both debt and equity finance on favorable terms, an upbeat outlook for sales in many industries, and generally high profit levels were other positive factors.;positive
the outlook for nonresidential construction activity also seemed to be relatively favorable.;positive
members referred to declining vacancy rates and rising rents for commercial structures in many parts of the country and noted that construction contracts for new office buildings and hotels recently had turned up on a nationwide basis after a pause earlier this year.;positive
in sum, the growth in business fixed investment seemed likely to continue to outpace that of overall demand in coming quarters.some restraint on aggregate demand would come from other sectors of the economy--notably government spending, net exports, housing, and perhaps business inventories.;neutral
none of these factors seemed likely to exert a substantially negative effect, but in total they were expected to help keep the pace of the expansion close to the estimated rate of increase in the economy's potential over coming quarters.during the course of the committee's discussion, many of the members commented on the persistence of an impressively benign inflation performance despite widespread indications of very high, and by some measures increasing, levels of capacity use.;positive
"indeed, most broad measures of prices pointed to subdued or even declining inflation, and it was difficult to find evidence of rising inflation pressures in ""pipeline"" price data or the wage structure.";negative
the members anticipated that inflation as measured by the consumer price index would decline appreciably over 1997 as a result of favorable developments in the food and especially the energy sectors of the economy and declining import prices associated with the previous appreciation of the dollar.;negative
these positive influences would wane over time, however, and consumer prices were likely to rise at a somewhat faster pace in 1998.the members agreed that the risks to their price forecasts were in the direction of higher inflation, given already high levels of capacity use and their expectations of appreciable further economic growth.;positive
nonetheless, the relatively low inflation experienced despite a lengthy period of fully employed resources suggested that the timing of a potential upturn in inflation--indeed whether inflation would in fact pick up--could not be predicted with any degree of confidence on the basis of past historical patterns.;neutral
the reasons for the persistence of a relatively benign inflation performance in the current expansion were not fully understood.;neutral
they included some temporary factors such as the effect of the rise in the dollar on import prices and the restraint on health care costs.;neutral
more fundamentally, they presumably also involved the favorable effects on production costs of widespread business restructurings and the large volume of investment in more productive technology in recent years, the impact of both factors on the job security concerns of workers and their willingness to accept reduced increases in compensation, and the effects of an intense degree of competition among domestic and foreign producers in u.s. markets.;negative
with regard to the possibility that more robust productivity increases would be holding down production costs, it was noted that a surge in economic activity, such as had occurred in late 1996 and early 1997, tended to be accompanied by above-trend gains in productivity.;positive
a slower pace of economic growth in the second quarter and beyond might provide an opportunity to assess whether productivity increases were on a clear uptrend and could help to explain the favorable behavior of prices over an extended period.;positive
in any event, it was too early to reach any firm conclusion on this issue or the broader question of whether or when a rise in inflation might materialize under anticipated economic conditions.the members also discussed a staff study of the relative performance of various prices indices as measures of inflation.;neutral
members noted that most broad measures of inflation moved together over extended periods of time, but they did not always do so over short intervals.;neutral
differences in construction, coverage, and other factors meant that none of the individual measures was clearly superior in assessing general inflation trends, and several members commented that all measures needed to be monitored.in keeping with the requirements of the full employment and balanced growth act of 1978 (the humphrey-hawkins act), the committee at this meeting reviewed the ranges for growth of the monetary and debt aggregates that it had established in february for 1997 and it decided on tentative ranges for those aggregates for 1998. the current ranges set in february for the period from the fourth quarter of 1996 to the fourth quarter of 1997 were unchanged from the ranges for 1996 and included expansion of 1 to 5 percent for m2 and 2 to 6 percent for m3.;neutral
an unchanged range of 3 to 7 percent also was set in january for growth of total domestic nonfinancial debt in 1997.all the members favored retaining the current ranges for this year and extending them on a provisional basis to 1998. they anticipated that growth of m2 probably would continue at rates in the upper part of its current range in both years and that of m3 at rates approximating or even slightly above the upper bound of its range, given the committee's expectations for the performance of the economy and prices.;neutral
the current ranges were not expected to be guides to money growth under anticipated conditions in the period ahead, but instead could be viewed as anchors or benchmarks for money growth that would be associated with approximate price stability and sustained economic growth, assuming behavior of velocity in line with historical experience.;neutral
accordingly, a reaffirmation of those ranges would underscore the committee's commitment to a policy of achieving price stability over time, and in the view of at least some members, higher ranges could raise questions in this regard.over the last few years, in contrast to earlier in the 1990s, the behavior of the broad aggregates, especially that of m2, in relation to nominal gdp and short-term interest rates had displayed a pattern that was in line with historical norms prior to the 1990s.;positive
the members viewed this as an encouraging development in that it raised the possibility of giving more weight at some point to the performance of these aggregates as useful indicators in formulating monetary policy.;positive
however, the period of more predictable m2 and m3 behavior was still relatively brief and such behavior had occurred at a time of generally settled conditions in financial markets and the overall economy.;neutral
the prospective performance of these aggregates in periods of rapid changes in financial and economic conditions was still an open question, and in light of the uncertainties that were involved the members concluded that it would be premature to place increased reliance on them in the conduct of policy.;neutral
accordingly, the committee decided that despite projected growth of m2 and m3 at rates in the vicinity of the upper limits of the current ranges, prevailing uncertainties made it desirable to retain those ranges as benchmarks for the achievement of price stability rather than to establish higher ranges that seemed more likely to capture expected outcomes.;positive
in the circumstances, any tendency for growth of the monetary aggregates to move outside the committee's ranges would not in itself call for a policy adjustment but would continue to be interpreted in the context of a broad range of business and financial developments bearing on the prospective performance of the overall economy.the committee members were unanimously in favor of retaining the current range of 3 to 7 percent for growth of total domestic nonfinancial debt in 1997 and extending that range on a provisional basis to 1998. they took account of a staff projection indicating that growth of the debt aggregate was likely to slow somewhat from its pace in 1995 and 1996, reflecting a small reduction in the expansion of federal government debt.;negative
according to the staff projection, growth in the debt measure would be near the midpoint of the existing range over the period through 1998.at the conclusion of this discussion, the committee voted to reaffirm the ranges for growth of m2, m3 and total domestic nonfinancial debt that it had established in february for 1997. for the year 1998, the committee approved provisional ranges for the three aggregates that were unchanged from the 1997 ranges.;neutral
in keeping with its usual procedure under the humphrey-hawkins act, the committee would review its preliminary ranges for 1998 early next year, or sooner if interim conditions warranted, in light of their growth and velocity behavior and ongoing economic and financial developments.;neutral
accordingly, the committee voted to incorporate the following statement regarding the 1997 and 1998 ranges in its domestic policy directive:the federal open market committee seeks monetary and financial conditions that will foster price stability and promote sustainable growth in output.;neutral
in furtherance of these objectives, the committee reaffirmed at this meeting the ranges it had established in february for growth of m2 and m3 of 1 to 5 percent and 2 to 6 percent respectively, measured from the fourth quarter of 1996 to the fourth quarter of 1997. the range for growth of total domestic nonfinancial debt was maintained at 3 to 7 percent for the year.;neutral
for 1998, the committee agreed on tentative ranges for monetary growth, measured from the fourth quarter of 1997 to the fourth quarter of 1998, of 1 to 5 percent for m2 and 2 to 6 percent for m3.;neutral
the committee provisionally set the associated range for growth of total domestic nonfinancial debt at 3 to 7 percent for 1998. the behavior of the monetary aggregates will continue to be evaluated in the light of progress toward price level stability, movements in their velocities, and developments in the economy and financial markets.votes for this action:messrs. greenspan, mcdonough, broaddus, guynn, kelley, meyer, moskow, parry, mses.;neutral
phillips and rivlin.votes against this action:none.in the committee's discussion of policy for the intermeeting period ahead, all the members favored or could support a proposal to maintain an unchanged policy stance, and they strongly supported the retention of a bias toward restraint.;neutral
an unchanged policy seemed appropriate with inflation still quiescent and business activity projected to settle into a pattern of moderate growth broadly consistent with the economy's long-run output potential.;positive
"while the members assessed risks surrounding such a forecast as decidedly tilted to the upside, the slowing of the expansion should keep resource utilization from rising substantially further, and this outlook together with the absence of significant early signs of rising inflationary pressures suggested the desirability of a cautious ""wait and see"" policy stance at this point.";positive
in the current uncertain environment, this would afford the committee an opportunity to gauge the momentum of the expansion and the related degree of pressure on resources and prices.;positive
the risks of waiting appeared to be limited, given that the evidence at hand did not point to a step-up in inflation despite low unemployment and that the current stance of monetary policy did not seem to be overly accommodative, at least on the basis of some measures such as the level of real short-term interest rates.;positive
in these circumstances, any tendency for price pressures to mount was likely to emerge only gradually and to be reversible through a relatively limited policy adjustment.;neutral
some members commented, however, that in the absence of unanticipated weakness in the economy, some tightening of policy was likely to be needed in the relatively near future, and one expressed the view that a tightening action at this meeting seemed desirable to forestall or limit the risks of intensifying inflationary pressures.;positive
however, waiting was an acceptable alternative given the favorable economic news and the persisting uncertainties surrounding the relationship of output to prices.in their discussion of possible adjustments to policy during the intermeeting period, all the members indicated that they wanted to retain the existing asymmetry toward restraint adopted at the may meeting.;neutral
an asymmetric directive was consistent with their view that the risks clearly were in the direction of excessive demand pressures in the economy and an associated upward trend in inflation.;negative
such a bias in the directive also would serve the purpose of signaling the committee's ongoing commitment to curb inflation in the interest of fostering maximum sustainable economic growth and employment.;positive
the members agreed that the current environment called for careful monitoring of developments and for prompt action by the committee if needed to counter rising inflation.;positive
indeed, in the interest of fostering a continuation of sustainable growth of the economy, it would be desirable to tighten on the basis of early signs of potentially intensifying inflation and before higher inflation actually materialized.at the conclusion of the committee's discussion, all the members indicated that they could support a directive that called for maintaining the existing degree of pressure on reserve positions and that retained a bias toward the possible firming of reserve conditions during the intermeeting period.;positive
accordingly, in the context of the committee's long-run objectives for price stability and sustainable economic growth, and giving careful consideration to economic, financial, and monetary developments, the committee decided that somewhat greater reserve restraint would be acceptable and slightly lesser reserve restraint might be acceptable during the intermeeting period.;neutral
the reserve conditions contemplated at this meeting were expected to be consistent with moderate expansion in m2 and m3 over coming months.the federal reserve bank of new york was authorized and directed, until instructed otherwise by the committee, to execute transactions in the system account in accordance with the following domestic policy directive:the information reviewed at this meeting suggests that the economic expansion slowed substantially in the second quarter after surging in late 1996 and earlier this year.;negative
private nonfarm payroll employment increased at a reduced pace in may, but the civilian unemployment rate fell slightly further to 4.8 percent.;negative
industrial production registered another sizable gain in may.;positive
personal consumption expenditures, in real terms, rose substantially in may after having changed little over the preceding three months.;positive
housing activity appears to have been well maintained in recent months.;positive
available indicators point to further sizable gains in business fixed investment.;positive
the nominal deficit on u.s. trade in goods and services narrowed somewhat in april from its downward-revised average rate in the first quarter.;positive
price inflation has remained subdued.market interest rates generally have declined somewhat since the day before the committee meeting on may 20, 1997 share prices in equity markets have risen considerably further.;negative
in foreign exchange markets, the trade-weighted value of the dollar in terms of the other g-10 currencies was up slightly on balance over the intermeeting period.growth of m2 and m3 fluctuated sharply from april to may in association with a swing in household balances related to large tax payments on balance, both aggregates expanded at a moderate pace over the two months, and available data pointed to further moderate growth in june.;positive
for the year through june, m2 expanded at a rate near the upper bound of its range for the year and m3 at a rate somewhat above the upper bound of its range.;positive
total domestic nonfinancial debt has continued to expand in recent months and is near the middle of its range.the federal open market committee seeks monetary and financial conditions that will foster price stability and promote sustainable growth in output.;positive
in furtherance of these objectives, the committee reaffirmed at this meeting the ranges it had established in february for growth of m2 and m3 of 1 to 5 percent and 2 to 6 percent respectively, measured from the fourth quarter of 1996 to the fourth quarter of 1997. the range for growth of total domestic nonfinancial debt was maintained at 3 to 7 percent for the year.;neutral
for 1998, the committee agreed on tentative ranges for monetary growth, measured from the fourth quarter of 1997 to the fourth quarter of 1998, of 1 to 5 percent for m2 and 2 to 6 percent for m3.;neutral
the committee provisionally set the associated range for growth of total domestic nonfinancial debt at 3 to 7 percent for 1998. the behavior of the monetary aggregates will continue to be evaluated in the light of progress toward price level stability, movements in their velocities, and developments in the economy and financial markets.in the implementation of policy for the immediate future, the committee seeks to maintain the existing degree of pressure on reserve positions.;neutral
in the context of the committee's long-run objectives for price stability and sustainable economic growth, and giving careful consideration to economic, financial, and monetary developments, somewhat greater reserve restraint would or slightly lesser reserve restraint might be acceptable in the intermeeting period.;neutral
the contemplated reserve conditions are expected to be consistent with moderate growth in m2 and m3 over coming months.votes for this action:messrs. greenspan, mcdonough, broaddus, guynn, kelley, meyer, moskow, parry, mses.;neutral
phillips and rivlin.votes against this action:none.it was agreed that the next meeting of the committee would be held on tuesday, august 19, 1997.the meeting adjourned at 11:55 a.m. on july 2.donald l. kohnsecretaryreturn to topfootnotes1attended portions of meeting relating to the committee's review of the economic outlook and establishment of its monetary and debt ranges for 1998.2attended portion of meeting relating to price measurement issues for monetary policy.home|fomcaccessibilityto comment on this site, please fill out ourfeedbackform.last update: august 21, 1997, 2:00 pm;neutral
