sentence;sentiment
available indicators pointed to further sizable gains in spending on both equipment and structures.;positive
business inventory investment was up considerably in the first quarter after increasing by a relatively small amount in the fourth quarter however, inventory-sales ratios for most industry and trade groupings remained at very low levels.the nominal deficit on u.s. trade in goods and services widened substantially on balance over january and february from the temporarily depressed rate in the fourth quarter of last year and was about the same as the rate in the third quarter.;positive
a surge in imports reflected a rebound in the importation of automotive products from the strike-reduced level of the fourth quarter, further expansion in purchases of imported computers, and an upturn in imports of semiconductors after four quarters of declines.;positive
by contrast, exports of goods and services rose only slightly in the january-february period exports of automotive products were up sharply, but sizable increases in exports of chemicals, computers, and semiconductors were largely offset by declines in other non-automotive trade categories.;positive
recent economic information on the foreign g-7 countries, including some preliminary indicators for the second quarter, suggested that the growth of output had strengthened somewhat on average in these countries.;positive
activity in continental europe, though still weak, was improving, while the economies of canada, japan, and the united kingdom remained strong.;positive
economic activity continued to expand rapidly on average in the major developing countries in the first quarter.recent data indicated that price inflation remained moderate despite a gradual acceleration of labor costs.;positive
increases in consumer prices were held down in march and april by sizable declines in energy prices and a small net reduction in food prices.;negative
consumer prices for items other than food and energy advanced at a moderate rate over the two months, and over the twelve months ended in april they increased by the same amount as in the previous twelve months.;positive
producer prices fell in both march and april, reflecting large declines in energy prices.;negative
excluding food and energy, producer prices edged lower in april after rising a sizable amount in march.;negative
core producer prices increased considerably less over the twelve months ended in april than over the previous twelve months.;positive
at earlier stages of production, producer prices registered declines both in recent months and for the twelve months ended in april.;negative
an upward creep in the growth of labor costs was apparent in data on the hourly compensation of private industry workers although the rise in the first three months of 1997 was smaller than the increase in the fourth quarter, the advance over the twelve months ended in march was larger than that over the previous twelve months.;negative
a similar but more pronounced pattern was evident in data on average hourly earnings for production or nonsupervisory workers.at its meeting on march 25, 1997, the committee issued a directive that called for a slight increase in the degree of pressure on reserve positions the firming of policy was taken in light of continued rapid growth of aggregate demand in the first quarter and the attendant greater risk of heightened pressures on resources and an upturn in inflation.;positive
although further policy tightening might be needed at some point, the committee did not believe that developments during the intermeeting period were likely to require an adjustment, and thus the directive did not include a presumption about adjustments to policy during the intermeeting period.;neutral
the reserve conditions associated with this directive were expected to be consistent with some moderation in the expansion of m2 and m3 over coming months.open market operations immediately after the meeting on march 25 were directed toward implementing the slightly firmer reserve conditions desired by the committee and then maintaining those conditions over the remainder of the intermeeting period.;positive
the federal funds rate averaged close to the higher intended level of 5-1/2 percent.;neutral
open market operations were complicated during the period by extraordinarily large federal tax payments in april, which substantially increased the volume of open market purchases needed to offset the reserve drains associated with those tax payments.market interest rates generally posted small mixed changes over the intermeeting period.;negative
most private short-term rates increased only a little in response to the march policy action, which had been largely anticipated by market participants.;positive
intermediate- and long-term yields rose over the early part of the intermeeting period, responding mostly to incoming data suggesting that growth in aggregate demand and output remained strong these increases were subsequently more than reversed, however, as later information indicated that economic growth was moderating and price inflation remained subdued and on news of an agreement to balance the federal budget.;positive
major indexes of stock market prices fluctuated substantially over the period but they rose considerably on balance.in foreign exchange markets, the trade-weighted value of the dollar in terms of the other g-10 currencies declined on balance over the intermeeting period.;negative
the movements of the dollar during the period roughly corresponded to the fluctuations in intermediate- and long-term u.s. interest rates the dollar advanced strongly in april on growing expectations of a further firming of u.s. monetary policy but more than retraced that gain in may as the likelihood of further tightening waned.;positive
the dollar's weakness in may also seemed to reflect growing attention to the prospects for official intervention to restrain the dollar's rise, notably against the japanese yen and the german mark.the growth of m2 and m3 remained brisk over march and april.;positive
much of m2's strength during this period resulted from a temporary buildup by households of balances in savings accounts and money market mutual funds to cover unusually large tax payments.;positive
the rapid growth of m3 was associated not only with the bulge in m2 but also with stepped-up issuance of large time deposits to fund the expansion of bank credit.;positive
for the year through april, both aggregates expanded at rates appreciably above the upper bounds of their respective ranges for the year.;positive
the growth of total domestic nonfinancial debt had moderated over recent months as a result of reductions in federal government borrowing.the staff forecast prepared for this meeting suggested that the economy would expand in the second half of the year at a rate a little above that of its estimated potential and then would increase at a slower and more sustainable rate in 1998. growth of consumer spending, supported by high levels of household wealth and further projected gains in employment and income, was expected to remain fairly brisk over the forecast horizon.;positive
business spending on equipment and structures was anticipated to continue to outpace the overall expansion of the economy, though the differential would tend to narrow over time in association with the gradual diminution of increases in sales and profits that was expected to be associated with moderating economic growth.;positive
housing construction was projected to drift lower over coming quarters, partly in conjunction with the rise in mortgage interest rates that already had occurred but also in response to the smaller increases expected in household income.;negative
the staff continued to anticipate that fiscal policy and the external sector would exert mild restraint on the expansion of economic activity.;positive
with resource utilization high and labor compensation gradually accelerating, core consumer price inflation was forecast to drift slightly higher.in the committee's discussion, the members agreed that the information for recent months pointed on balance to a marked slowing in the expansion of economic activity from a very rapid pace in late 1996 and earlier this year.;negative
the extent of the reduced growth in the current quarter and the prospects for subsequent quarters were subject to substantial uncertainty, but the members generally felt that the economy retained considerable underlying strength.;positive
in the circumstances and assuming no changes from current financial conditions, the individual members saw likely prospects for expansion over the forecast horizon at a pace close to, or a little above, the estimated growth of the economy's long-run potential.;positive
many noted, however, that high levels of consumer and business confidence and supportive financial conditions among other factors suggested the possibility that growth could turn out to be even faster.;positive
with the utilization of productive resources, notably labor, already at particularly high levels in relation to the economy's potential, an outcome no stronger than current forecasts could well have adverse implications for inflation.;negative
nonetheless, the members also noted that the rise in compensation increases had been damped and that there continued to be few indications of accelerating price inflation in the statistical and anecdotal information available at this time such developments underlined persisting uncertainties about behavior in labor markets and the level and growth of the economy's sustainable potential.in their review of developments in key sectors of the economy, members referred to favorable underlying factors in the outlook for consumer spending, these included solid growth in consumer incomes, large increases in financial wealth, and currently high levels of consumer confidence.;positive
while more moderate growth in consumer spending for durable goods seemed likely after an extended period of robust expansion, these favorable factors suggested that the risks of a different outcome were tilted in the direction of faster-than-projected expansion.;positive
on the negative side, large consumer debts were still viewed as likely to constitute an inhibiting influence on consumer expenditures, and many banking institutions had tightened lending terms and conditions at least for their more marginal consumer borrowers.;negative
on balance, growth in consumer expenditures at a somewhat reduced pace approximating that of the expected expansion of disposable incomes appeared to be a reasonable prospect, though one that was subject to considerable uncertainty.spending for business fixed investment seemed to have retained a good deal of momentum even after the large increases in such expenditures in recent years.;positive
clearly, businesses regarded such investments as highly profitable, and they appeared to be leading to gains in productivity that in turn were helping to offset rising compensation and to maintain profit margins in highly competitive markets.;positive
in the circumstances, it appeared unlikely that growth in capital outlays would moderate appreciably for some time.;positive
a number of members also referred to the increasing strength in nonresidential construction, notably that of commercial structures, in several parts of the nation.;positive
some referred in particular to planned or actual construction of new office buildings in various locales such activity was being stimulated by declining vacancy rates, rising rents, and a ready availability of financing.;positive
likewise, a surge in tourism in a number of areas had resulted in a scarcity of hotel rooms and was spurring hotel construction in some major cities.;negative
anecdotal reports of nonresidential building activity undertaken on a speculative basis had increased, but a building boom reminiscent of the 1980s did not appear to be under way.concerning the outlook for housing, members referred to forecasts of a mild downtrend in residential construction associated with the increases that had occurred in mortgage interest rates.;negative
to date, however, there were few indications of any weakening.;positive
indeed, housing construction had been relatively robust in the early months of the year, though the strength probably was largely accounted for by unusually favorable weather conditions and may have borrowed from building activity later in the year.;positive
on balance, as evidenced by anecdotal reports from some areas, various factors including ongoing growth in employment and incomes, the availability of financing on still generally favorable terms, and the associated affordability of housing for many homeowners seemed likely to provide continued support for this sector of the economy for some period of time.a surge in nonfarm business inventory investment accounted for a substantial portion of the acceleration in output in the first quarter, and an anticipated moderation in the accumulation of inventories was an important element in forecasts of greatly reduced economic growth in the current quarter.;negative
in keeping with business practices aimed at achieving or maintaining lean inventory-sales ratios, inventory investment was projected to continue at a relatively subdued pace in coming quarters.;negative
a number of members expressed the view, however, that stockbuilding represented an upside risk in the economic outlook, at least in the nearer term.;negative
while there were some indications of efforts to pare inventories in recent months, generally optimistic business sentiment and currently trim inventories in most industries might well foster efforts to accumulate stocks at a relatively rapid pace, especially if more-buoyant-than-anticipated sales were to stimulate a precautionary demand for inventories as had occurred in 1994.with regard to the outlook for inflation, members observed that increases in prices had remained subdued despite the rapid expansion in economic activity in recent quarters and the associated increase in pressures on already highly utilized resources.;positive
the appreciation of the dollar undoubtedly had helped to damp domestic inflation this year, and reported increases in consumer prices also had been held down to a marginal extent by an ongoing series of technical adjustments to the cpi.;negative
these were only partial explanations, however, and the members found it very difficult to account for the surprisingly benign behavior of inflation in an economy that had been operating at a level approximating full employment--indeed, possibly somewhat above sustainable full employment in labor markets in the view of a number of members, especially taking into consideration the recent further decline in the unemployment rate.;negative
on the basis of historical patterns, any overshooting of full employment would be expected to generate rising inflation over time.;negative
although increases in labor compensation had been trending higher, these pressures were muted and had not shown through to prices.members focused on the possible role of faster-than-reported increases in productivity as a key explanation for the benign behavior of inflation in current circumstances.;positive
business firms had continued to report robust profit margins in a period when competitive pressures generally prevented them from raising their prices, or raising them sufficiently, to pass on the increases that they were experiencing in worker compensation.;positive
standard statistical measures that pointed to relatively limited increases in productivity seemed inconsistent with strong profits as well as with anecdotal reports of sizable gains associated with widespread business restructuring activities and large additions of high-technology equipment to an increasingly efficient capital stock.;negative
the ongoing development and spreading adoption of automated equipment along with the increasing skills and other infrastructure needed to use it effectively appeared to be creating growing efficiencies or synergies that were markedly enhancing productivity and enabling firms to hold the line on prices and maintain high profit margins.while these were welcome developments, members continued to express concern that, perhaps sooner rather than later, growing pressures on productive resources would be reflected in some upturn in overall inflation.;positive
although most measures of labor compensation had been relatively favorable recently, such measures had been displaying a clear uptrend over a somewhat longer period, and it seemed likely that, if this trend continued, labor cost developments would at some point be reflected more fully in core measures of prices.;positive
members commented that the timing and extent of any upturn in price inflation would depend on growth of overall demand in the economy, but they also believed that expansion of demand in line with their current expectations could induce a somewhat less favorable inflation experience during coming quarters.;positive
however, recent developments had underscored the fact that historical experience was not a fully reliable guide to the prospective behavior of prices accordingly, the inflation outlook remained subject to considerable uncertainty.in the committee's discussion of policy for the intermeeting period ahead, all but one of the members indicated that they could support a proposal to maintain an unchanged policy stance, although some also expressed a preference for some tightening at this meeting.;neutral
those who endorsed a steady policy at this time agreed that some tightening might well be needed later to contain potentially rising inflation.;positive
for now, however, economic growth seemed to be slowing to a more sustainable pace, and the uncertainties surrounding the extent of the slowing and the outlook for inflation pointed to the desirability of a cautious approach to any policy tightening, especially given the persisting absence of a rising inflation trend in current measures of prices.;negative
a number of members also observed that real interest rates were not unusually low.;neutral
thus, the present stance of monetary policy probably was not very far out of alignment with what likely would prove to be a desirable degree of restraint, thereby lessening any risk of large and persisting imbalances that a delay in implementing further restraint might incur.members who preferred some tightening, at least in the near term if not necessarily at this meeting, noted that the committee needed to weigh the risks of having to implement a small degree of restraint now versus considerably more later if inflation were allowed to build momentum.;neutral
monetary policy exerts its effects with a considerable lag, and a small but relatively prompt tightening action would provide some further insurance against an intensification of inflation.;positive
such an outcome could be seen as more likely now, given the increased tightness in labor markets and the possibility that relatively strong growth would put added pressures on resources.;negative
some of these members commented that the risk of a retarding effect on the economy from a small move at this time was quite limited in light of the apparently solid momentum of the economic expansion.;positive
indeed, the strength of investment demand, the ready availability of financing, and possible favorable productivity gains argued that real rates of interest would need to be higher than historical norms to balance aggregate demand and supply.;positive
the risk of slightly lower economic growth needed to be compared with what they viewed as the greater risk of losing ground to inflation and thereby inhibiting the committee's ability to reach its ultimate goal of price stability, a goal that all the members viewed as necessary to achieve maximum sustainable economic growth over time.;negative
given the quiescence of inflation and the uncertainties surrounding its outlook, however, all but one of these members could accept a wait-and-see policy stance for now.with regard to possible adjustments to policy during the intermeeting period, all the members supported a shift from the symmetric directive that had been adopted in conjunction with the policy tightening action at the march meeting to an asymmetric directive tilted toward tightening.;positive
while such a bias did not necessarily imply an intention to tighten policy during the weeks immediately ahead, it was consistent with the members' view that the risks were in the direction of a potential need for some tightening in monetary policy to counter rising inflationary pressures, and that they might be required to make such a decision in the not-too-distant future.at the conclusion of the committee's discussion, all but one member indicated that they supported a directive that called for maintaining the existing degree of pressure on reserve positions and that included a bias toward the possible firming of reserve conditions during the intermeeting period.;neutral
accordingly, in the context of the committee's long-run objectives for price stability and sustainable economic growth, and giving careful consideration to economic, financial, and monetary developments, the committee decided that somewhat greater reserve restraint would be acceptable and slightly lesser reserve restraint might be acceptable during the intermeeting period.;neutral
the reserve conditions contemplated at this meeting were expected to be consistent with moderate growth of m2 and m3 over coming months.the federal reserve bank of new york was authorized and directed, until instructed otherwise by the committee, to execute transactions in the system account in accordance with the following domestic policy directive:the information reviewed at this meeting suggests that growth in economic activity has slowed after surging in late 1996 and earlier this year.;negative
private nonfarm payroll employment increased at a considerably reduced pace over march and april, but the civilian unemployment rate fell appreciably to 4.9 percent in april.;negative
industrial production was flat in april following sizable gains over previous months.;negative
nominal retail sales were unchanged in march and declined in april after a considerable advance in earlier months.;negative
housing activity in march and april was little changed from other recent months.;negative
available indicators point to further sizable gains in business fixed investment.;positive
the nominal deficit on u.s. trade in goods and services widened substantially in january-february from its temporarily depressed rate in the fourth quarter.;positive
underlying price inflation has remained subdued.market interest rates generally have posted small mixed changes since the committee meeting on march 25, 1997 share prices in equity markets have risen considerably.;positive
in foreign exchange markets, the trade-weighted value of the dollar in terms of the other g-10 currencies declined on balance over the intermeeting period.growth of m2 and m3 was brisk over march and april, boosted by a buildup in household balances to cover unusually large tax payments.;negative
for the year through april, both aggregates expanded at rates appreciably above the upper bounds of their respective ranges for the year.;positive
growth in total domestic nonfinancial debt has moderated over recent months, reflecting reductions in federal government borrowing.the federal open market committee seeks monetary and financial conditions that will foster price stability and promote sustainable growth in output.;positive
in furtherance of these objectives, the committee at its meeting in february established ranges for growth of m2 and m3 of 1 to 5 percent and 2 to 6 percent respectively, measured from the fourth quarter of 1996 to the fourth quarter of 1997. the monitoring range for growth of total domestic nonfinancial debt was set at 3 to 7 percent for the year.;neutral
the behavior of the monetary aggregates will continue to be evaluated in the light of progress toward price level stability, movements in their velocities, and developments in the economy and financial markets.in the implementation of policy for the immediate future, the committee seeks to maintain the existing degree of pressure on reserve positions.;neutral
in the context of the committee's long-run objectives for price stability and sustainable economic growth, and giving careful consideration to economic, financial, and monetary developments, somewhat greater reserve restraint would or slightly lesser reserve restraint might be acceptable in the intermeeting period.;neutral
the contemplated reserve conditions are expected to be consistent with some moderation in the expansion of m2 and m3 over coming months.votes for this action:messrs. greenspan, mcdonough, guynn, kelley, meyer, moskow, parry, mses.;neutral
phillips and rivlin.vote against this action:mr. broaddus.mr.;neutral
broaddus dissented because he believed that the strength of investment demand, due possibly to an increase in the trend growth rate of productivity, required somewhat higher real interest rates to prevent inflationary pressures from developing.;positive
he was concerned that, with the economy already operating at a high level and labor markets apparently very tight, any increase in such pressures might be costly to reverse and might reduce the credibility of the committee's longer-run strategy of promoting maximum sustainable growth by fostering price level stability.;negative
he also believed that the risk to the economy of a moderate further tightening was small given the apparent momentum of aggregate economic activity.it was agreed that the next meeting of the committee would be held on tuesday-wednesday, july 1-2, 1997.the meeting adjourned at 12:45 p.m.donald l. kohnsecretaryreturn to tophome|fomcaccessibilityto comment on this site, please fill out ourfeedbackform.last update: july 3, 1997 2:00 pm;neutral
