sentence;sentiment
the reserve conditions associated with this directive were expected to be consistent with modest growth in m2 and m3 over coming months.immediately after the conclusion of the august meeting, the board of governors approved a 1/2 percentage point increase in the discount rate to a level of 4 percent.;positive
the committee permitted the full amount of the increase to pass through to interest rates in the market for reserves, and the federal funds rate rose about 1/2 percentage point to an average of around 4-3/4 percent.;positive
as indicated in an announcement released on the day of the meeting, the committee did not anticipate that further policy tightening was likely to be needed for a time, given the substantial nature of the policy move.;neutral
accordingly, open market operations over the intermeeting period were conducted with a view to maintaining the less accommodative degree of pressure on reserve positions implemented just after the august meeting, and the federal funds rate remained near 4-3/4 percent.;neutral
in accordance with the usual cresting of seasonal demands for discount credit at this time of the year, adjustment plus seasonal borrowing rose over much of the period but began to edge lower subsequently.;negative
borrowing averaged near anticipated levels.most market interest rates were up somewhat on balance since the august meeting.;positive
short-term rates, which had risen prior to the meeting in anticipation of a smaller policy move, increased modestly further after the federal reserve tightened and then changed little over the next several weeks.;positive
subsequently, however, these rates began to move higher in response to incoming economic data that were seen as pointing to the potential for greater inflation in the future and hence to further firming in reserve conditions.;positive
long-term yields fell following the policy tightening, but these declines were erased within a few days, and rates later rose noticeably further in response to the incoming data.;negative
most major indexes of equity prices were up on balance over the intermeeting period despite price declines near the end of the period.the trade-weighted value of the dollar in terms of the other g-10 currencies depreciated somewhat over the intermeeting period.;positive
bearish sentiment toward the dollar in the foreign exchange markets appeared to be influenced importantly by continuing concerns about inflation trends in the united states compared with those in other major industrial countries.m2 and m3 declined in august after expanding moderately in july, and data available for september pointed to little further change in either aggregate.;negative
the august decline in m2 reflected weakness in most of its liquid components that may have been induced to a considerable extent by the rise, which began early this year, in the opportunity costs of holding such accounts.;negative
the decline in m3 was associated with a sharp drop in institution-only money funds in response to the increase in market yields, but the weakness in this broader aggregate was limited by the brisk issuance of large-denomination time deposits as banks continued to rely on managed liabilities to fund credit growth.;negative
for the year through august, m2 and m3 grew at rates slightly above the lower ends of their respective ranges for 1994. total domestic nonfinancial debt continued to expand at a moderate rate in recent months.the staff forecast prepared for this meeting suggested that growth in economic activity would slow appreciably over the next several quarters, dropping briefly below the rate of increase in the economy's potential output.;negative
according to a staff analysis, the economy already was operating at its long-run capacity, and the forecast assumed that monetary policy would not accommodate any continuing tendency for aggregate demand to expand at a pace that could foster sustained higher inflation.;negative
growth in consumer expenditures was projected to moderate next year as spending on consumer durables lost some momentum in the context of diminishing pent-up demands, the rise in borrowing costs, and smaller gains in income.;negative
after an extended period of very rapid increases, growth in business fixed investment also was expected to slow appreciably, partly reflecting less favorable financial conditions and partly the slower pace of output growth.;negative
homebuilding would be damped by higher financing costs, though activity in this sector was expected to remain well above the depressed levels reached in recent years.;negative
with the economy operating close to its long-run potential, no further reduction in the core rate of inflation was anticipated over the forecast horizon.;positive
consumer price inflation was projected to be elevated over the near term--by some pass-through of the ongoing run-up in materials prices and by higher import prices--before settling down again.in the committee's discussion of current and prospective economic conditions, members commented on continuing indications of a robust expansion in business activity, with output near maximum sustainable levels.;positive
they still viewed significant slowing in the pace of the expansion as a reasonable expectation, though they acknowledged that signs of such slowing currently were limited and in particular that the most recent data indicated a greater probability of somewhat more strength in aggregate demand than had appeared to be developing during the late spring and early summer.;positive
the policy tightening actions implemented earlier in the year seemed to have elicited only a mild response thus far in interest-sensitive sectors of the economy.;negative
however, much of the retarding effects of those actions, including the recent sizable tightening in august, probably had not yet been felt in the economy.;negative
in light of the strength of aggregate demand and lags in the effects of policy, the risks of some rise in inflation rates probably had increased.;positive
how large this rise might be or when it might be reversed was very difficult to predict at this point.;neutral
however, indications of a persisting pickup in inflation would be a matter of considerable concern, and further developments would need to be monitored with special care in light of the committee's longstanding commitment to containing inflation and moving over time toward price stability to foster the maximum, sustainable performance of the economy.in their review of developments across the nation, members commented on high levels of business activity in many regions and many of them referred to increasing reports of scarcities of specific types of labor resources.;negative
after softening earlier in many areas, business conditions appeared to have strengthened in a number of regions during recent weeks while displaying little change or continued moderate growth elsewhere.;positive
robust expansion in manufacturing activity, especially in the motor vehicle and related industries, was a notable feature of recent business developments.;positive
on the financial side, the overall expansion of credit had remained moderate, but many members stressed the ready availability of financing from increasingly aggressive bank lenders.;positive
moreover, despite higher interest rates, capital markets were providing continued support to a wide variety of borrowers.;positive
the constraints on the availability of credit and the reluctance of many borrowers to incur new debt, factors that had tended to retard the recovery during its earlier stages, had given way to a financial climate that might even be providing an extra impetus to spending.with regard to the outlook for activity in key sectors of the economy, consumer spending had been more buoyant than expected over recent months and members saw such spending as likely to be reasonably well maintained.;positive
some moderation in its growth over the quarters ahead seemed likely, however, as pent-up demands increasingly were satisfied and housing-related purchases of consumer durables tended to moderate.;positive
members cited anecdotal evidence of fairly brisk retail sales in many areas recently and associated optimism among retail business contacts.;positive
recent survey results indicated that consumer sentiment remained favorable.;positive
sales of motor vehicles were expected to continue the improvement noted in august as supply shortages were met through increased production.business fixed investment was viewed as likely to rise substantially further over the next several quarters, but the rate of growth had been moderating this year and probably would diminish further in conjunction with the projected slowing in overall demand.;positive
the expansion in expenditures for business equipment had slowed considerably this year from an extremely rapid rate in 1993 and could be expected to moderate somewhat further.;negative
at the same time, nonresidential construction was slowly trending higher as firms facing capacity constraints sought to expand their production facilities.the prospects for inventory investment remained a key uncertainty in the outlook in that developments in this sector could well have an important bearing on the extent of the anticipated slowing in the expansion of overall economic activity over the next few quarters.;negative
the surge in inventory investment in the second quarter clearly was unsustainable, but some members questioned whether the expected cutback in inventory accumulation would be sizable over the near term.;negative
continuing strength in new orders and anecdotal reports did not point to a desire to reduce inventories and suggested that much of the second-quarter buildup probably had been intended.;negative
"indeed, in the context of increasing backlogs and lagging deliveries that pointed to growing capacity constraints, many business firms might seek to build ""safety stocks"" to avoid supply disruptions that would interfere with production schedules.";negative
"at the same time, the trend toward ""just in time"" inventory management--even if temporarily arrested as safety stocks were increased--would help to limit a potentially excessive buildup in inventories that would present a threat later to the sustainability of the expansion.members cited anecdotal evidence tending to support statistical indications of some weakening in housing markets and they generally anticipated that the rise that had occurred in mortgage interest rates would exert a further damping effect on housing activity over the year ahead.";negative
however, against the background of the still relatively favorable affordability of housing and the likelihood of some further pent-up demand, only a moderate drop in overall homebuilding activity seemed likely.a number of members expressed the view that the external sector was likely to contribute to the expansion of domestic economic activity in light of the depreciation in the value of the dollar and indications of stronger economic growth in foreign industrial nations.;negative
however, relatively rapid expansion in foreign economic activity would add to pressures on world commodity prices at least for a time.;negative
one member expressed concern about the potential, albeit uncertain, effects on the exchange value of the dollar of developments unrelated to the conduct of monetary policy, such as the ongoing trade negotiations with japan and forthcoming elections in germany.in their discussion of various factors bearing on the outlook for inflation, members noted that some measures of inflation had picked up recently and that many private forecasters anticipated higher inflation in 1995 than in 1994. the worsening of inflation could perhaps be viewed as reflecting increasing capacity constraints in the face of recent growth in overall demand at a pace above the economy's long-run potential.;negative
from this perspective, the future path of inflation would depend importantly on the extent to which the expansion in overall activity would in fact abate from an unsustainable pace.;neutral
some members expressed particular concern that if above-trend growth did not moderate soon, existing inflationary pressures and inflationary expectations would quickly become more pronounced and inflation would gather momentum.;negative
thus far, however, price pressures remained concentrated in the early stages of production.;neutral
as evidenced by broad measures of prices and anecdotal information obtained from numerous business contacts, the pass-through of the higher costs of materials to the prices of final goods had been muted in what business executives continued to describe as highly competitive markets.;negative
the ability of business firms to hold down price increases in turn reflected to a marked degree their successful efforts to control unit costs through ongoing gains in productivity.;positive
moreover, with profit margins currently at high levels, business firms facing competitive market conditions had some leeway to absorb rising costs.;positive
increasingly tight labor markets in many parts of the country had not resulted in higher overall wage inflation, but members reported some upward pressure on the wages of certain categories of workers in strong demand.;negative
one member expressed the view that continued moderation in price and wage increases also might reflect in some measure a shift in price and wage-setting behavior attributable to the credibility of the committee's anti-inflationary stance in recent years.;negative
a number of members commented that the sluggish to moderate growth of a wide variety of money and credit measures provided some assurance that, to date, monetary policy had not laid the basis for a sustained upturn in inflation.;negative
nonetheless, the members concluded that the potential for additional inflation remained substantial and, from a monetary policy standpoint, rendered especially urgent the ongoing assessment of inflation trends.in the committee's discussion of policy for the period ahead, most of the members agreed on the desirability of maintaining a steady policy course, at least for the near term.;positive
in light of the appreciable tightening of policy approved in august, the members had anticipated that no further policy change was likely to be required for a period, and at this juncture they generally continued to feel that the recent evidence did not warrant an immediate further tightening.;neutral
even so, the ongoing inflow of information on the performance of the economy continued to indicate a significant potential for higher inflation down the road, and for many members this suggested that additional monetary restraint could well be needed at some time.;negative
a key uncertainty in this regard related to the restraining effects of the policy moves implemented earlier this year these actions appeared to have exerted less restraint to date than had been anticipated, but appreciable lagged effects from those actions--indeed, perhaps a large part of those effects--could still be expected.;negative
at this time, it was extremely difficult to evaluate whether the earlier tightening moves were exerting a lesser effect than usual or it simply was more delayed, or whether the members might have misjudged the underlying strength of the expansion.;negative
in the view of many members, the information that would become available during the intermeeting period should provide a firmer basis for judging the course of the economy and the risks of greater inflation.;neutral
should incoming information point to a greater likelihood that price pressures would intensify, the committee would need to act promptly and forcefully to avert an upward ratcheting of inflationary expectations and actual inflation that would be difficult to reverse.;negative
consequently, while views differed with regard to the likely need for some policy tightening over the weeks immediately ahead, the members generally supported a shift from the symmetry in the august directive to asymmetry toward restraint.;positive
some members indicated that they could accept an asymmetric directive, but they expressed misgivings about the use of such an instruction in the directive because they felt it was subject to misunderstanding in financial markets and could add to uncertainty about committee intentions.;negative
one member favored an immediate move to somewhat greater reserve restraint because the available evidence in his view already suggested an upturn in inflationary expectations and the prospect of a significant rise in inflation.in the course of the committee's discussion, a number of members commented that the behavior of the monetary and credit aggregates should be taken into account in the evaluation of the current stance of monetary policy.;neutral
while various money and related measures had for many years proved unreliable to a greater or lesser extent in gauging economic prospects, the weak growth in a wide array of these measures could not be entirely disregarded as a possible indicator of the degree of monetary restraint and argued for caution in implementing any further policy tightening.;negative
one member noted, however, that the slow growth in the narrow measures of reserves and money followed an extended period of rapid expansion and their recent weakness might not be indicative of constrained liquidity at this point.;negative
moreover, the ready availability of bank credit and the receptivity of financial markets more generally argued that many borrowers, including small and medium-size businesses, currently had access to ample financing.at the conclusion of the committee's discussion, all but one of the members indicated that they could support a directive that called for maintaining the existing degree of pressure on reserve positions and that included a bias toward the possible firming of reserve conditions during the intermeeting period.;positive
accordingly, in the context of the committee's long-run objectives for price stability and sustainable economic growth, and giving careful consideration to economic, financial, and monetary developments, the committee decided that somewhat greater reserve restraint would be acceptable or slightly lesser reserve restraint might be acceptable during the intermeeting period.;neutral
the reserve conditions contemplated at this meeting were expected to be consistent with modest growth in the broader monetary aggregates over the balance of the year.at the conclusion of the meeting, the federal reserve bank of new york was authorized and directed, until instructed otherwise by the committee, to execute transactions in the system account in accordance with the following domestic policy directive:the information reviewed at this meeting suggests that the pace of economic expansion, though perhaps moderating slightly in recent months, remains substantial.;positive
nonfarm payroll employment advanced appreciably further in august, and the civilian unemployment rate was unchanged at 6.1 percent.;negative
reflecting strength in motor vehicles, industrial production rose sharply in august after posting sizable gains in other recent months, and capacity utilization moved up further from already high levels.;positive
retail sales were up considerably in august, boosted by a rebound in sales of durable goods, including motor vehicles.;positive
housing starts rose in august but were unchanged from their second-quarter level.;positive
orders for nondefense capital goods point to a continued strong expansion in spending on business equipment permits for nonresidential construction remain on a mild uptrend.;negative
inventory accumulation appears to have moderated recently after surging in the second quarter.;negative
the nominal deficit on u.s. trade in goods and services widened in july from its second-quarter average.;positive
prices of materials have remained under upward pressure, and increases in broad indexes of consumer and producer prices have been somewhat larger in recent months.on august 16, 1994, the board of governors approved an increase in the discount rate from 3-1/2 to 4 percent, and the committee agreed that this increase would be allowed to show through completely to interest rates in reserve markets.;neutral
most market interest rates are up somewhat on balance since the august meeting.;positive
the trade-weighted value of the dollar in terms of the other g-10 currencies depreciated somewhat over the intermeeting period.m2 and m3 declined in august after expanding moderately in july for the year through august, m2 and m3 grew at rates slightly above the bottom of their ranges for 1994. total domestic nonfinancial debt has continued to expand at a moderate rate in recent months.the federal open market committee seeks monetary and financial conditions that will foster price stability and promote sustainable growth in output.;positive
in furtherance of these objectives, the committee at its meeting in july reaffirmed the ranges it had established in february for growth of m2 and m3 of 1 to 5 percent and 0 to 4 percent respectively, measured from the fourth quarter of 1993 to the fourth quarter of 1994. the committee anticipated that developments contributing to unusual velocity increases could persist during the year and that money growth within these ranges would be consistent with its broad policy objectives.;positive
the monitoring range for growth of total domestic nonfinancial debt was maintained at 4 to 8 percent for the year.;neutral
for 1995, the committee agreed on tentative ranges for monetary growth, measured from the fourth quarter of 1994 to the fourth quarter of 1995, of 1 to 5 percent for m2 and 0 to 4 percent for m3.;neutral
the committee provisionally set the associated monitoring range for growth of domestic nonfinancial debt at 3 to 7 percent for 1995. the behavior of the monetary aggregates will continue to be evaluated in the light of progress toward price level stability, movements in their velocities, and developments in the economy and financial markets.in the implementation of policy for the immediate future, the committee seeks to maintain the existing degree of pressure on reserve positions.;neutral
in the context of the committee's long-run objectives for price stability and sustainable economic growth, and giving careful consideration to economic, financial, and monetary developments, somewhat greater reserve restraint would or slightly lesser reserve restraint might be acceptable in the intermeeting period.;neutral
the contemplated reserve conditions are expected to be consistent with modest growth in m2 and m3 over the balance of the year.votes for this action:messrs. greenspan, mcdonough, blinder, forrestal, jordan, kelley, laware, lindsey, and parry and mses.;neutral
phillips and yellen.vote against this action:mr. broaddus.mr.;neutral
broaddus dissented because he believed that a prompt move to somewhat greater monetary restraint was needed at this point.;positive
in his view, the current stance of monetary policy was overly accommodative in light of the signs of increasing price pressures and rising inflationary expectations that were associated with the continuing strength of the economic expansion and high levels of capacity utilization.;negative
in this situation, a delay in implementing some monetary policy tightening would incur a substantial risk of a further increase in inflationary expectations and could make it more costly to achieve the committee's longer-term anti-inflationary goals.it was agreed that the next meeting of the committee would be held on tuesday, november 15, 1994.the meeting adjourned at 1:00 p.m.donald l. kohnsecretaryreturn to topfomchome|monetary policyaccessibility|contact uslast update: may 4, 2007;neutral
