sentence;sentiment
a number of members commented that they saw a basis in this development for mild optimism about the outlook for inflation, but others expressed concern that, in the context of current forecasts for economic activity and relatively high levels of resource use, progress toward lower inflation was unlikely over the projection period and indeed there was a risk of some modest deterioration in price performance.in the course of the committee's discussion, members reported on uneven business conditions in different parts of the country and among industries.;negative
on balance, modest to moderate growth appeared to characterize most regions, with overall levels of activity ranging from relatively robust in some regions to comparatively depressed in others.;negative
the mixed conditions were especially notable in manufacturing where numerous producers faced lagging demands while others, particularly in high-tech industries, found it difficult to satisfy strong demands for their products.;negative
more generally, the industrial sector of the economy had tended to stagnate for some time, including a slight decline in manufacturing activity reported for october, but recent improvement in orders for steel was cited as a favorable if not decisive omen in the outlook for industrial production.;negative
in other sectors of the economy, members observed that tourism displayed considerable strength in many areas, while cattle operations and energy production were adversely affected by high production costs or low prices.in their review of developments in key demand sectors of the economy, members observed that consumer spending appeared to be on a firm growth trend, though weakness in overall sales of motor vehicles in recent months and a decline in total retail sales in october had introduced a cautionary note.;negative
it was suggested that the performance of retail sales during the holiday season would tend to set the tone for the longer-term trend in such sales, and in this respect available data and anecdotal reports covering the first part of november were somewhat promising.;positive
more generally, further growth in consumer spending, though probably at a somewhat slower pace than over the past year, appeared likely.;positive
such growth would be supported by moderate expansion in incomes and by the favorable effects on household wealth and confidence of the substantial improvement in the value of financial assets this year and the ready availability of financing on relatively attractive terms.;positive
consumer confidence currently seemed to be at a fairly high level, albeit not uniformly so across the country, and at least for the quarters immediately ahead, anticipated strength in homebuilding should induce spending for many household durables.;positive
on the negative side, some members emphasized that the growth in consumer debt was likely to exert an increasingly inhibiting effect on consumer spending.;negative
moreover, the satisfaction of earlier pent-up demands might well limit sales of many consumer durables, notably motor vehicles, in coming quarters.;negative
in one view, the projected growth in personal incomes and the increases that had occurred this year in the value of household holdings of financial assets would provide relatively little stimulus to consumer spending because the distribution of such gains was heavily tilted toward consumers in higher income or older age groups.further sizable growth in business fixed investment, but at a pace well below that experienced in recent years, was expected to provide appreciable impetus to the expansion over the next several quarters.;positive
favorable factors in the outlook for business capital spending included a desire to upgrade technological capabilities for competitive reasons, strong business earnings and cash flows, and an ample availability of financing on relatively liberal terms.;positive
declining office vacancy rates in a number of areas would help to support office construction, and several members also commented on the strength in commercial and other nonresidential building activity in various parts of the country.ongoing efforts by many business firms to bring inventories into better alignment with sales had resulted in declining inventory investment since earlier in the year.;negative
some further inventory adjustments, notably in stocks of motor vehicles, were expected over coming months, though not at a pace that would have a marked retarding effect on economic activity.;negative
over much of 1996, inventory investment was projected to be a more neutral factor in the economy, with accumulation proceeding at a pace in line with growth in final sales, but the risks of unexpected developments in this sector of the economy were always substantial.the outlook for fiscal policy remained obscured by the uncertain outcome of the current debate between the congress and the administration.;negative
while substantial fiscal restraint aimed at eventually balancing the budget appeared to be the likely result, the timing of the implementation of various tax and expenditure initiatives and the resulting extent of the fiscal restraint over the forecast period could not be anticipated with any degree of precision.;neutral
for the nearer term, the ongoing shutdown of much of the federal government presented a downside risk to the expansion whose effects would depend on the presently uncertain duration of the shutdown and the potential unsettlement in financial markets that might develop at some point.;negative
the members generally believed, however, that in light of the underlying strength of the economy, the retarding effects of likely federal budget developments would not be sufficient in themselves to arrest the expansion over the forecast period, at least if the federal government shutdown were of relatively short duration and a federal debt default were averted.the nation's foreign trade deficit had worsened substantially during the past several years, but current forecasts did not point to further deterioration over the projection period.;negative
an anticipated firming in the economies of major u.s. trading partners was expected to bolster exports.;positive
several members questioned, however, the extent to which forecasts of strengthening economic activity were likely to materialize in a number of these countries, and they suggested that the foreign sector might well remain a somewhat constraining factor in the performance of the domestic economy.members welcomed the generally favorable price and cost developments of recent months and the related indications that currently high levels of resource use did not appear to be associated with rising inflationary pressures.;positive
many emphasized the persistence of subdued increases in labor costs, and a number provided supporting anecdotal indications of relatively small advances in labor compensation in many parts of the country despite tight labor markets.;positive
the anecdotal reports also continued to suggest that strong competition was holding down price inflation and that producers were benefiting from soft prices of industrial materials.;positive
while a number of members believed that these developments might augur a modest decline in inflation over the year ahead, given current forecasts of moderate economic expansion, many viewed as more likely the prospect of little or no progress toward price stability over coming quarters and some expressed concern about the potential for an upward drift in the rate of inflation.;negative
an underlying factor in the relatively favorable climate for inflation was the continued limited rise in the costs of worker benefits.;positive
in the view of some members, however, benefit costs were likely to be less well contained as time went on and further major gains in curbing such costs became more difficult to achieve.;negative
moreover, worker willingness to accept relatively limited increases in wages and other compensation might well begin to erode as concerns about job security tended to diminish after an extended period of relatively low unemployment.;negative
on balance, recent experience had raised questions about the relationship between levels of resource use and inflation that warranted careful monitoring.in the committee's discussion of policy for the intermeeting period ahead, all but one member favored or could accept an unchanged policy stance.;neutral
this policy position took account of current indications of a generally acceptable rate of economic growth and the absence of any clear signs regarding the future strength of the expansion in relation to the economy's potential or the future course of inflation.;neutral
several commented that current monetary policy might be viewed as somewhat restrictive, though the degree of restraint was difficult to calibrate and it did not appear as yet to be inhibiting declines in intermediate- and long-term interest rates, increases in stock prices, or the availability of financing from lending institutions.members expressed somewhat differing views regarding the stance of monetary policy that was likely to prove consistent with the committee's objectives over time.;negative
in the view of some, private spending was not likely to have sufficient momentum to overcome the effects of increased fiscal restraint if the current stance of monetary policy were maintained.;positive
in the circumstances, an easing at some point would be needed to foster sustained economic growth at an acceptable pace and would be consistent with progress toward the system's price stability objective.;positive
for most of these members, however, the stronger-than-expected performance of the economy in the third quarter had reduced the urgency of such a policy move and had created enough uncertainties to justify a careful appraisal of unfolding developments before a decision was made to ease policy.;negative
in the view of one member, the probability of a shortfall from an acceptable rate of economic expansion was sufficiently high to require an immediate easing of policy.;positive
other members believed that an unchanged policy was desirable under current conditions and that the direction and timing of the next policy move was more open to question.;neutral
not only were recent data giving an uncertain picture of the underlying strength of aggregate demand, but current forecasts generally did not point to progress toward the system's long-run goal of price stability.;neutral
in this view, therefore, the current stance of monetary policy, even if slightly restrictive, was likely to be consistent with satisfactory economic growth over time and it would provide better assurance of consolidating gains against inflation and fostering some further moderation in price increases over coming years.;positive
with regard to potential fiscal policy developments, although an especially broad range of outcomes seemed possible, the members agreed that the committee could not freeze its policy options while it awaited the outcome of a prolonged federal budget debate nor could it commit itself to a specific response to a particular fiscal policy agreement.;neutral
fiscal policy and any associated market reactions would be among the many factors that would have to be taken into account in the formulation of monetary policy.in the committee's discussion of possible intermeeting adjustments to monetary policy, a majority of the members expressed a preference for retaining a symmetric directive.;neutral
in their view, the potential need to adjust policy during the relatively short intermeeting period was remote and some of these members also believed that the direction of the next adjustment to policy was uncertain.;negative
a few also noted that the adoption of a biased intermeeting instruction at this point might send an unintended message regarding the prevailing view within the committee concerning the risks to the expansion.;negative
the remaining members said that they preferred a directive that was tilted toward an easing policy action.;neutral
such an instruction in the directive would be consistent with what they viewed as the most likely policy course over coming months.;neutral
they agreed, however, that the current uncertainties surrounding the economic outlook were not likely to be resolved during the weeks immediately ahead and since no policy action was likely to be required in this period, they could accept a symmetric directive.at the conclusion of the committee's discussion, all but one of the members indicated that they could vote for a directive that called for maintaining the existing degree of pressure on reserve positions and that did not include a presumption about the likely direction of any adjustments to policy during the intermeeting period.;neutral
accordingly, in the context of the committee's long-run objectives for price stability and sustainable economic growth, and giving careful consideration to economic, financial, and monetary developments, the committee decided that slightly greater or slightly lesser reserve restraint would be acceptable during the intermeeting period.;neutral
the reserve conditions contemplated at this meeting were expected to be consistent with moderate growth in m2 and m3 over coming months.the information reviewed at this meeting suggests a moderation in the expansion of economic activity after a strong gain in the third quarter.;positive
nonfarm payroll employment increased further in october and the civilian unemployment rate edged down to 5.5 percent.;negative
industrial production fell somewhat in october after a moderate rise in the third quarter.;negative
total nominal retail sales were little changed on balance over september and october.;neutral
single-family housing starts were up considerably in the third quarter.;positive
orders for nondefense capital goods point to substantial expansion of spending on business equipment in the near term nonresidential construction has risen appreciably further.;positive
the nominal deficit on u.s. trade in goods and services narrowed over july and august from its average rate in the second quarter.;negative
after increasing at elevated rates in the early part of the year, consumer and producer prices have risen more slowly on average in recent months.short-term market interest rates have changed little on balance since the committee meeting on september 26 while long-term rates have fallen somewhat.;negative
in foreign exchange markets, the trade-weighted value of the dollar in terms of the other g-10 currencies has declined slightly over the intermeeting period.in october, m2 was unchanged and m3 growth moderated.;negative
for the year through october, m2 expanded at a rate in the upper half of its range for 1995 and m3 grew at a rate a little above its range.;positive
growth in total domestic nonfinancial debt has slowed somewhat in recent months but for the year to date remains around the midpoint of its monitoring range.the federal open market committee seeks monetary and financial conditions that will foster price stability and promote sustainable growth in output.;neutral
in furtherance of these objectives, the committee at its meeting in july reaffirmed the range it had established on january 31-february 1 for growth of m2 of 1 to 5 percent, measured from the fourth quarter of 1994 to the fourth quarter of 1995. the committee also retained the monitoring range of 3 to 7 percent for the year that it had set for growth of total domestic nonfinancial debt.;neutral
the committee raised the 1995 range for m3 to 2 to 6 percent as a technical adjustment to take account of changing intermediation patterns.;positive
for 1996, the committee established on a tentative basis the same ranges as in 1995 for growth of the monetary aggregates and debt, measured from the fourth quarter of 1995 to the fourth quarter of 1996. the behavior of the monetary aggregates will continue to be evaluated in the light of progress toward price level stability, movements in their velocities, and developments in the economy and financial markets.in the implementation of policy for the immediate future, the committee seeks to maintain the existing degree of pressure on reserve positions.;neutral
in the context of the committee's long-run objectives for price stability and sustainable economic growth, and giving careful consideration to economic, financial, and monetary developments, slightly greater reserve restraint or slightly lesser reserve restraint would be acceptable in the intermeeting period.;neutral
the contemplated reserve conditions are expected to be consistent with moderate growth in m2 and m3 over coming months.votes for this action:messrs. greenspan mcdonough, blinder, hoenig, kelley, melzer, ms. minehan, mr. moskow, mses.;neutral
phillips and yellen.vote against this action: mr. lindsey.mr.;neutral
lindsey dissented because he believed that monetary policy should be eased.;positive
the evidence suggested to him that in the absence of an easing move the underlying rate of nominal gdp growth was likely to be lower than needed to maintain real gdp at or near its potential.;negative
the intermediate forecast was subject to a number of significant risks: household balance sheets seemed unlikely to sustain the current rate of durables expenditure for any extended period government expenditures were certain to be cut substantially and with fiscal contractions underway in europe and canada and severe financial stresses present in japan and mexico, he did not see much likelihood of a substantial expansion of exports.;negative
in keeping with his views, the financial markets were signalling the likelihood that a weaker pace of nominal gdp growth would materialize.;negative
the yield curve was virtually flat, with government securities up through relatively long maturities trading at yields below the current average federal funds rate.;negative
thus, markets would be unlikely to find some easing inappropriate and over the intermediate horizon would view the current level of short-term rates as unsustainable.it was agreed that the next meeting of the committee would be held on tuesday, december 19, 1995.the meeting adjourned at 1:35 p.m.donald l. kohnsecretaryreturn to topfomchome|monetary policyaccessibility|contact uslast update: may 4, 2007;neutral
