sentence;sentiment
the production of nondurable consumer goods and business equipment other than motor vehicles also was up significantly in november while the manufacture of consumer durables and defense and space equipment decreased further.;positive
reflecting the strong advance in production, the utilization of total industrial capacity picked up considerably in november.consumer spending increased appreciably on balance in recent months after a lackluster performance in the summer.;positive
total retail sales fell in november but nonetheless were considerably above their average in the third quarter.;negative
the november decline reflected weakness in auto sales retail spending on other items, notably durable goods, rose significantly further.;negative
spending on services picked up in october (latest data) following a relatively weak third quarter.;positive
housing starts rebounded in november after declining in september and october.;negative
single-family starts in november were a little below the average pace of previous months in the year while multifamily starts surged to a level not seen since late 1990. by contrast, sales of both new and existing homes dropped again in october (latest data).return to topgrowth of business fixed investment appeared to have slowed to a moderate pace in the fourth quarter after a sharp rise in the previous quarter.;negative
shipments of nondefense capital goods fell in october, reversing a sizable september gain however, recent data on orders pointed to further increases in business spending for equipment, especially for communications equipment where shipments already were at a high level.;negative
business investment in transportation equipment evidently weakened, as sales of heavy trucks remained sluggish and production shortfalls held back fleet sales of light vehicles.;negative
by contrast, nonresidential construction continued to expand at a solid rate in october, with building activity particularly strong in the office, other commercial, institutional, and industrial categories.business inventory investment picked up sharply in october from the slow september pace, but total stocks remained at a low level in relation to sales.;positive
most of the october increase occurred at the wholesale level inventories of farm products turned up sharply after months of sizable drawdowns, and petroleum stocks were built up from unseasonably low levels.;positive
despite the october rise, the ratio of wholesale inventories to shipments remained at the lower end of its range over recent years.;negative
in manufacturing, stocks increased at a pace in line with shipments, and the aggregate inventory-shipments ratio stayed at a very low level.;positive
retail inventories were up moderately in october.;positive
the inventory-sales ratio for the sector was unchanged and remained in the middle of its range over recent years.the nominal deficit on u.s. trade in goods and services was somewhat larger in september than in august exports decreased slightly in september while imports were little changed.;negative
for the third quarter, the deficit widened substantially from its rate in the second quarter as exports fell and imports rose moderately.;positive
nearly all of the decline in exports reflected lower sales of aircraft and gold.;negative
increases in imports were widespread but they were largely offset by declines in imports of gold and semiconductors.;positive
economic growth picked up in most of the major foreign industrial countries in the third quarter, but available indicators generally suggested some slowing of growth in the fourth quarter.;negative
in japan, by contrast, economic activity had been sluggish in the third quarter but appeared to have picked up more recently.consumer price inflation in october and november was lifted slightly by sizable advances in energy prices and, to a lesser degree, increases in food prices however, consumer prices for items other than food and energy rose modestly during the two months.;positive
the rise in core consumer prices over the twelve months ended in november was somewhat smaller than it had been over the previous twelve months, although the total index registered a bigger advance as a result of larger increases in food and energy prices.;positive
at the producer level, prices of finished energy goods rose sharply in october and november while prices of finished foods advanced less rapidly.;positive
excluding food and energy, prices of finished goods edged lower on balance over october and november, and in the twelve months ended in november, these prices rose substantially less than in the previous twelve months.;negative
average hourly earnings of production and nonsupervisory workers were up considerably in november after edging down in october.;positive
the twelve-month rise in this index was somewhat larger than the advance over the previous twelve months.at its meeting on november 13, 1996, the committee adopted a directive that called for maintaining the existing degree of pressure on reserve positions but that included a bias toward the possible firming of reserve conditions during the intermeeting period.;positive
the directive stated that in the context of the committee's long-run objectives for price stability and sustainable economic growth, and giving careful consideration to economic, financial, and monetary developments, somewhat greater reserve restraint would be acceptable and slightly lesser reserve restraint might be acceptable during the intermeeting period.;neutral
the reserve conditions associated with this directive were expected to be consistent with moderate growth of m2 and relatively strong expansion of m3 over coming months.open market operations during the intermeeting period were directed toward maintaining the existing degree of pressure on reserve positions.;positive
however, the federal funds rate tended to average a little above the level expected with an unchanged policy stance in apparent response to scattered operating problems and occasional unexpectedly large clearing needs at banks.;negative
other short-term interest rates registered small mixed changes since the november 13 meeting treasury bill rates drifted lower, partly because of heightened demands for safety and liquidity as asset markets became more volatile during the period, while year-end pressures boosted rates on private instruments with maturities in early 1997. at longer maturities, yields drifted lower over most of the intermeeting period in response to incoming data that suggested economic growth would remain moderate and inflation subdued, but they rebounded late in the period in response to the release of firmer economic data and growing concerns regarding the sustainability of current domestic asset prices.;negative
despite these concerns, most major indexes of equity prices advanced further on balance.in foreign exchange markets, the trade-weighted value of the dollar in terms of the other g-10 currencies rose slightly over the intermeeting period.;positive
the dollar rose even more against the german mark and the french franc amid increased market apprehension that the european monetary union's common currency, the euro, will not be as strong a currency as the mark.;positive
the dollar also might have been boosted by statements by french and german officials that suggested the dollar was undervalued against their currencies.return to topexpansion of the broad monetary aggregates was relatively strong in november.;positive
growth of m2 picked up, reflecting a sharp increase in demand deposits and smaller runoffs in other checkable deposits.;positive
inflows to retail money market funds remained substantial.;positive
expansion of m3 moderated somewhat from its brisk pace in october as growth in business demands for credit slowed and banks reduced their reliance on large time deposits and other managed liability components.;positive
for the year through november, m2 was estimated to have grown at a rate in the upper half of the committee's annual range, and m3 at a rate a little above the top of its range.;positive
total domestic nonfinancial debt expanded moderately on balance over recent months and remained in the middle portion of its range.the staff forecast prepared for this meeting suggested that the expansion would be sustained at a pace close to the economy's estimated growth potential.;positive
consumer spending was projected to increase at a rate generally in line with the anticipated rise in disposable income the favorable effects on household wealth of the advance that had occurred in stock prices and the ample availability of credit for most borrowers were expected to balance the damping effects of continuing consumer concerns about the adequacy of their savings, the security of their jobs, and the extent of their debt burdens.;positive
homebuilding was forecast to decline somewhat but to stabilize at a relatively high level in the context of continued income growth and the generally favorable cash-flow affordability of home ownership.;positive
business spending on equipment and structures was projected to expand less rapidly in light of some anticipated slowing in the growth of sales and profits.;positive
fiscal policy and the external sector were expected to continue to exert small restraining influences on economic activity over the projection period.;neutral
consumer price inflation, excluding the relatively volatile food and energy components of the price index, was forecast to rise slightly over 1997 and 1998 in the context of anticipated high resource use and an accompanying appreciable pickup in the growth of labor compensation that would be augmented by the legislated rise in the federal minimum wage.;positive
somewhat larger increases would have been projected in consumer price inflation in the absence of anticipated technical measurement changes to the index.in the committee's discussion of current and prospective developments, members commented that the information received during the relatively short interval since the previous meeting had not materially altered either their assessment that the economy was performing quite favorably or their forecasts of further growth at a pace averaging near the economy's potential.;positive
the economy currently displayed fairly solid underpinnings, with few imbalances of the kind that historically had tended to create problems.;positive
against the background of generally supportive financial conditions and a high degree of consumer and business confidence, further economic growth was thought likely to be sustained by appreciable increases in consumer spending and business investment.;positive
the overall pace of the expansion was expected to be restrained to an extent, however, by declining federal government outlays for goods and services and ongoing weakness in net exports.despite the prospects for moderate economic growth, members observed that the risks on inflation still seemed to be tilted toward some rise over time.;negative
measures of core inflation had displayed little trend and even some decline over the past year.;negative
however, wage increases had moved higher over that period, a development suggesting the possibility that labor markets might be tighter than could be sustained over the long term.;positive
at some point accelerating labor compensation costs, were they to continue, likely would spill over into higher inflation.;negative
such an outcome remained subject to a great deal of uncertainty, however, in light of the relatively benign behavior in recent years of both wages and prices in comparison with historical experience at prevailing levels of resource utilization.return to topin the committee's discussion of developments in major sectors of the economy bearing on the outlook for business activity, members noted that consumer spending had picked up as expected after a lull during the summer months.;positive
survey data and anecdotal reports suggested that consumer confidence was currently high, and there were widespread indications of robust retail sales during the early weeks of the holiday season, though holiday sales were always difficult to read at this stage.;positive
thus far, however, sales of motor vehicles had not strengthened to the extent that was anticipated after full production was restored following a work stoppage at a major manufacturer.;positive
members cited a number of factors--the rise in consumer debt burdens, tightening consumer credit standards, continued worker concerns about job security, and the satisfaction of earlier pent-up demands--that were tending to inhibit the growth in consumer spending and perhaps helped to explain why the sharp increases in stock market wealth had not been accompanied by stronger growth in such spending.;negative
the behavior of the stock market injected an additional note of uncertainty into the forecast for consumer spending and the economy more generally.;negative
the rise over recent years had been extraordinary and had brought market valuations to fairly high levels relative to earnings and dividends.;positive
in these circumstances, the members recognized the need to monitor with special care price movements in the stock market and asset markets more generally for their implications for consumer and other spending.;neutral
on balance, favorable employment and income conditions seemed likely to foster a level of consumer spending that would provide key support for sustained economic expansion.the members anticipated smaller though still sizable gains in business fixed investment over the year ahead.;positive
slowing growth in profit levels and cash flows was likely to retard spending for many types of business equipment, but favorable prices, advancing technology, and readily available financing probably would continue to foster rapid expansion in office, computing, and communications equipment.;positive
the outlook for nonresidential construction remained uneven across the country, but such construction seemed likely to edge higher on balance over the next several quarters.;positive
members noted in this regard that the construction of office buildings had strengthened in a number of urban areas.;positive
business inventories currently seemed on the whole to be at desired and sustainable levels in relation to sales.;positive
in the circumstances, inventory accumulation was projected to remain moderate and, barring unexpected surges or declines in final sales, was not likely to be a significant factor affecting the course of the economy.the recent information on residential construction was mixed.;negative
weakness in late summer and early fall evidently reflected the effects of earlier increases in mortgage interest rates, but some measures of housing activity in november indicated unexpected strength.;positive
in addition, reports from around the country pointed to uneven conditions ranging from further strength to some emerging weakness in regional housing markets.;negative
on balance, the statistical and anecdotal information was interpreted, by some members at least, as consistent with a tendency for housing activity to stabilize.;positive
in this view, a level of housing construction somewhat below the peak reached earlier in 1996 was likely to be sustained, buoyed in part by the recent decline in mortgage interest rates and the continuing rise in consumer incomes and favorable consumer sentiment.a modest degree of fiscal restraint seemed likely over the next two fiscal years.;positive
some members expressed optimism with regard to the prospects for an agreement between the president and the congress that would provide a basis for reaching a balanced budget by the year 2002. such an agreement would need to include controversial constraints on the growth of entitlements, but its achievement would have favorable effects on financial markets and on business and consumer sentiment more generally, thereby tending to offset at least in part any direct effects of reduced federal spending on aggregate demand.members anticipated that the external sector of the economy would continue to exert some restraint on domestic economic activity, though perhaps to a lesser extent than over the past year.;positive
in particular, the growth of u.s. exports was expected to accelerate somewhat in association with some strengthening on average in the economies of the nation's key trading partners.;positive
the economic recovery in mexico from its earlier financial crisis was already providing a considerable boost to exports from some parts of the united states.return to topinflation had remained subdued, but the members continued to view the risks as tilted toward increases in the future.;positive
labor compensation costs clearly were rising at a faster pace in the context of persistently tight labor markets, and an upturn in core price inflation seemed quite possible at some point in the absence of some easing of pressures in labor markets.;positive
however, the members recognized that the increase in wage inflation had been significantly less than would have been anticipated on the basis of historical relationships with labor market conditions, and price performance also had been more favorable than those relationships would have suggested.;positive
in the circumstances, there was a good deal of uncertainty regarding the outlook for inflation, including the potential degree of utilization in labor markets, the associated pressures on labor costs, and the ability of firms to pass higher labor costs into prices in markets that generally continued to be described as highly competitive.;negative
with the economy operating in the neighborhood of its sustainable potential, relatively minor differences in overall economic growth could have a significant effect over time on whether inflation would tend to trend up or down.in the committee's discussion of policy for the intermeeting period ahead, all the members supported a proposal to maintain an unchanged policy stance while also retaining a bias toward restraint in the directive.;neutral
an unchanged policy was warranted by the quite satisfactory performance of the economy and inflation and the uncertainties surrounding the outlook.;positive
thus, while the longer-term risks might point toward rising inflation, there were reasonable prospects that inflation would remain contained, and any pickup in inflation, should it occur, was likely to be limited at least for a time.;positive
in the circumstances, the members concluded that watchful waiting remained the prudent course for policy as they continued to assess ongoing developments.;neutral
because the risks of waiting did not appear to be substantial at this juncture, anticipatory tightening was not yet called for.in the committee's discussion of possible adjustments to policy during the intermeeting period, members agreed that the retention of an asymmetric directive toward tightening was consistent with their view that the risks remained biased toward higher inflation.;positive
accordingly, while they were not suggesting that policy should be especially quick to react to incoming information over the intermeeting period, they did view the next policy move as more likely to be in the direction of some firming than toward easing.;neutral
in this connection, some members emphasized that it would be especially important for the committee to act promptly to counter any tendency for price inflation to rise and for higher inflation expectations to become embedded in financial markets and economic decision-making more generally.return to topat the conclusion of the committee's discussion, all the members indicated that they supported a directive that called for maintaining the existing degree of pressure on reserve positions and that retained a bias toward the possible firming of reserve conditions during the intermeeting period.;neutral
accordingly, in the context of the committee's long-run objectives for price stability and sustainable economic growth, and giving careful consideration to economic, financial, and monetary developments, the committee decided that somewhat greater reserve restraint would be acceptable and slightly lesser reserve restraint might be acceptable during the intermeeting period.;neutral
the reserve conditions contemplated at this meeting were expected to be consistent with relatively strong expansion in m2 and m3 over coming months.the federal reserve bank of new york was authorized and directed, until instructed otherwise by the committee, to execute transactions in the system account in accordance with the following domestic policy directive:the information reviewed at this meeting suggests that economic activity has continued to expand at a moderate pace.;positive
private nonfarm payroll employment increased appreciably further in november, although the civilian unemployment rate edged up to 5.4 percent.;positive
industrial production rose sharply in november, in part because of a rebound in motor vehicle assemblies that had been depressed earlier by work stoppages.;positive
consumer spending has posted appreciable gains over recent months after a summer lull.;positive
housing starts rebounded in november after declining in september and october.;negative
business fixed investment appears to be growing moderately after a sharp rise in the third quarter.;positive
the nominal deficit on u.s. trade in goods and services widened substantially in the third quarter from its rate in the second quarter.;positive
increases in labor compensation have trended up this year, and consumer price inflation also has picked up owing to larger increases in food and energy prices.short-term market interest rates have registered mixed changes since the committee meeting on november 13, 1996, while long-term yields have risen slightly.;positive
in foreign exchange markets, the trade-weighted value of the dollar in terms of the other g-10 currencies has risen slightly over the intermeeting period.growth of m2 picked up in november, while expansion of m3 moderated somewhat from its brisk pace in october.;positive
for the year through november, m2 is estimated to have grown at a rate in the upper half of the committee's annual range, and m3 at a rate a little above the top of its range.;positive
total domestic nonfinancial debt has expanded moderately on balance over recent months and has remained in the middle portion of its range.the federal open market committee seeks monetary and financial conditions that will foster price stability and promote sustainable growth in output.;positive
in furtherance of these objectives, the committee at its meeting in july reaffirmed the ranges it had established in january for growth of m2 and m3 of 1 to 5 percent and 2 to 6 percent respectively, measured from the fourth quarter of 1995 to the fourth quarter of 1996. the monitoring range for growth of total domestic nonfinancial debt was maintained at 3 to 7 percent for the year.;neutral
for 1997, the committee agreed on a tentative basis to set the same ranges as in 1996 for growth of the monetary aggregates and debt, measured from the fourth quarter of 1996 to the fourth quarter of 1997. the behavior of the monetary aggregates will continue to be evaluated in the light of progress toward price level stability, movements in their velocities, and developments in the economy and financial markets.in the implementation of policy for the immediate future, the committee seeks to maintain the existing degree of pressure on reserve positions.;neutral
in the context of the committee's long-run objectives for price stability and sustainable economic growth, and giving careful consideration to economic, financial, and monetary developments, somewhat greater reserve restraint would or slightly lesser reserve restraint might be acceptable in the intermeeting period.;neutral
the contemplated reserve conditions are expected to be consistent with relatively strong expansion in m2 and m3 over coming months.votes for this action:messrs. greenspan, mcdonough, boehne, jordan, kelley, lindsey, mcteer, meyer, mses.;neutral
phillips, rivlin, mr. stern, and ms. yellen.votes against this action:none.it was agreed that the next meeting of the committee would be held on tuesday-wednesday, february 4-5, 1997.the meeting adjourned at 12:40 p.m.donald l. kohnsecretaryreturn to tophome|fomcaccessibilityto comment on this site, please fill out ourfeedbackform.last update: january 6, 1997 2:10 pm;neutral
