sentence;sentiment
housing activity was well sustained in april, with the run-up in mortgage rates that began in february having had little perceptible effect to date.;positive
single-family housing starts were up considerably in april, and sales of new and existing homes remained brisk in march (latest data available).business fixed investment accelerated sharply in the first quarter of 1996 following three quarters of relatively moderate expansion however, recent data on orders and contracts pointed, on balance, to some deceleration in business spending on both durable equipment and nonresidential structures.;positive
much of the first-quarter pickup reflected stronger spending for durable equipment purchases of computing equipment remained robust and spending on other durable equipment increased.;positive
nonresidential construction activity also advanced further in the first quarter however, construction of office buildings continued to lag, and construction of other commercial buildings slowed after recording strong gains for several years.business inventories declined in march after rising appreciably on average over january and february inventory accumulation over the quarter as a whole was of modest proportions, as firms sought to bring stocks into better balance with sales.;negative
in manufacturing, inventories changed little in march and the ratio of stocks to sales was not far above historical lows.;negative
in the wholesale sector, inventories declined a little further in march, reflecting a reduction in stocks of motor vehicles, and the inventory-sales ratio remained near the middle of its range in recent years.;negative
retail inventories also declined in march, with cuts in stocks of motor vehicles more than accounting for the drop.;negative
the inventory-sales ratio for the retail sector was near the low end of its range in recent years.the nominal deficit on u.s. trade in goods and services in the first quarter was substantially larger than in the fourth quarter of last year.;negative
the value of imports increased sharply in the first quarter after declining in the two previous quarters.;positive
moreover, growth in the value of exports slowed considerably in the first quarter from the pace of other recent quarters.;negative
available data indicated that the performance of the economies of the major foreign industrial countries was mixed in the first quarter.;negative
the recovery in japan was still under way while economic activity in continental europe remained generally weak, with the german economy apparently having contracted further and the french economy exhibiting signs of only a modest upturn after a fourth-quarter decline.;negative
moderate further expansion in economic activity evidently was occurring in canada and the united kingdom.rising crude oil and, to a lesser extent, food prices led to somewhat larger increases in consumer and producer price indexes in march and april.;positive
for nonfood, non-energy items, however, consumer prices rose only slightly in april after three months of somewhat faster advances over the twelve months ended in april, this measure of consumer inflation increased a little less than the rise over the comparable year-earlier period.;positive
at the producer level, prices of finished goods other than food and energy items recorded a third straight small increase in april.;positive
over the twelve months ended in april, this measure of producer prices rose slightly less than over the comparable year-earlier period.;positive
hourly compensation of private industry workers expanded in the first quarter at the average rate for all of 1995 the growth was associated with a decline in benefit costs and a sharp rise in wages and salaries.at its meeting on march 21, 1996, the committee adopted a directive that called for maintaining the existing degree of pressure on reserve positions and that did not include a presumption about the likely direction of any adjustments to policy during the intermeeting period.;negative
the directive stated that in the context of the committee's long-run objectives for price stability and sustainable economic growth, and giving careful consideration to economic, financial, and monetary developments, slightly greater reserve restraint or slightly lesser reserve restraint would be acceptable during the intermeeting period.;neutral
the reserve conditions associated with this directive were expected to be consistent with moderate growth in m2 and m3 over coming months.open market operations were directed toward maintaining the existing degree of pressure on reserve positions throughout the intermeeting period, and the federal funds rate averaged near 5-1/4 percent, the level expected to be associated with that unchanged policy stance.;positive
other short-term market interest rates changed little over the period, and because the committee's decision had been largely anticipated in financial markets, longer-term rates also were little changed initially.;neutral
over the remainder of the period, however, intermediate- and long-term rates came under upward pressure when incoming economic data were seen by market participants as pointing to stronger growth in output and employment and therefore to a somewhat tighter monetary policy stance than previously had been expected.;negative
despite the increase in bond yields, most indexes of stock prices rose on balance over the intermeeting period, apparently reflecting generally favorable first-quarter earnings reports and the improved economic outlook.in foreign exchange markets, the rise of u.s. interest rates contributed to a considerable appreciation of the trade-weighted value of the dollar in terms of the other g-10 currencies.;positive
the dollar was particularly strong against the german mark, reflecting incoming data that suggested continued weakness in economic activity in germany and, accordingly, a greater likelihood of further monetary policy easing by the bundesbank.;positive
the dollar rose less against the yen, partly owing to information indicating a strengthening of the economic recovery in japan and heightened market expectations of a near-term tightening of monetary policy by the bank of japan.growth of m2 and m3 slowed substantially in april after having recorded sizable increases earlier in the year.;negative
weakness in demand deposits after unusually rapid first-quarter expansion and sluggishness in currency demand were factors in the slowdown.;negative
in addition, the rise in market interest rates in recent months, which had increased the opportunity costs of holding retail deposits, likely had a restraining effect on these deposits.;negative
for the year through april, both aggregates grew at rates somewhat above the upper bounds of their respective ranges for the year.;positive
expansion in total domestic nonfinancial debt remained moderate on balance over recent months, and this aggregate stayed near the middle of its monitoring range for the year.the staff forecast prepared for this meeting suggested that the economy would remain generally around its estimated potential.;negative
consumer spending was expected to grow in line with disposable income the favorable effect of higher equity prices on household wealth and the still-ample availability of credit were expected to outweigh persisting consumer concerns about job security and the influence of already-high household debt burdens.;positive
homebuilding was projected to decline a little in response to the recent backup in residential mortgage rates but to remain at a relatively high level because of generally supportive employment and income conditions and the still- favorable cash-flow affordability of homeownership.;negative
business spending on equipment and structures was expected to grow less rapidly in light of the projected moderate growth of sales and profits and the lower rate of utilization of production capacity now prevailing.;positive
the external sector was projected to exert a small restraining influence on economic activity over the projection period, even though an anticipated firming of economic activity abroad would bolster demand for u.s. exports.;positive
little additional fiscal contraction was anticipated over the projection period.;negative
inflation recently had been lifted by adverse developments in the energy market and was projected to remain above the levels of recent years, given the high level of resource utilization and the effects of tight grain supplies on food prices.;positive
further risks of inflationary pressure were associated with a possible elevation of the federal minimum wage.in their discussion of current and prospective economic conditions, members commented that the economy had been stronger this year than they had anticipated and appeared to be growing at a quite robust pace.;positive
however, they generally expected the expansion to slow, keeping the economy close to its potential.;negative
views differed to some extent with regard to the risks surrounding such an outlook.;neutral
some saw those risks as fairly evenly balanced, given prospective restraint from the rise in bond yields and the foreign exchange value of the dollar since early this year.;positive
others expressed concern that economic growth might continue at a pace that could increase pressures on resources, with adverse implications for inflation in an economy already operating in the neighborhood of its estimated long-term potential.;negative
moreover, faster increases in energy and food prices could contribute to higher overall inflation, both directly and by boosting inflationary expectations, and the proposed increase in the minimum wage would add to cost pressures if it were enacted into law.;positive
nonetheless, while the chances of a pickup in inflation later had risen to some extent, a number of members emphasized that no firm evidence had surfaced thus far to signal that labor compensation was increasing at a faster rate or that core inflation was worsening, and even the early signs of increased pressures on costs and prices were mixed.;negative
the last few years had witnessed significantly lower cost pressures and more subdued inflation than typically would have been experienced in earlier years with similar rates of resource utilization, but whether this favorable outcome would persist was an open question.members observed that the stronger-than-expected performance of the economy thus far this year reflected relatively rapid growth in final demand.;positive
favorable financial conditions, notably the relatively low interest rates of the latter part of 1995 and early 1996 and increases in wealth stemming from sizable advances in stock market prices, evidently were undergirding the expansion.;negative
indications of improving or continuing high levels of economic activity were widespread across the nation according to recent anecdotal reports and regional data, though agricultural conditions in many areas were cited as a significant exception.;positive
while the economy appeared to have solid and balanced momentum that pointed to sustained growth, a number of factors were seen as likely to foster more moderate expansion beginning in the second half of the year.;positive
these included the effects of higher intermediate- and long-term interest rates on interest- sensitive sectors of the economy such as housing, consumer durables, and business fixed investment.;negative
the appreciation of the dollar over the past year and near-term moderation in federal government spending also were expected to exert some restraint on economic activity over the forecast horizon.;positive
some members also questioned the sustainability of the performance of the stock market a correction in this market would help to restrain aggregate demand.;negative
nonetheless, the continued strength in economic activity raised questions about whether these developments would damp demand sufficiently to keep resource utilization at sustainable levels.in their review of recent developments and the outlook for key sectors of the economy, members noted that consumer spending had strengthened considerably this year after a period of sluggish growth in late 1995. the recent data on consumer spending were reinforced by anecdotal reports from various parts of the country.;positive
the wealth effects from the further gains that had occurred in stock market prices, along with sustained increases in employment and a ready availability of consumer financing, were seen as playing a positive role in boosting consumer expenditures.;positive
barring changes in these underlying factors, continued growth in consumer spending seemed likely, although members referred to developments that could begin to slow such growth over the months ahead.;negative
the latter included the satisfaction of much of the earlier pent-up demand for consumer durables and fairly elevated levels of consumer debt.;positive
on balance, moderate expansion in consumer expenditures, perhaps in line with the growth in incomes, seemed likely over the projection period.business fixed investment was believed likely to remain a source of considerable strength in the expansion, though growth in this sector of the economy also was expected to moderate from the elevated pace thus far this year.;positive
the desire of many business firms and other users of capital equipment to take advantage of new, more effective, and less expensive computer and other technologies and more generally to add further to capital in an effort to reduce costs in highly competitive markets would continue to underpin investment spending.;positive
in addition, equity and other financing remained available on relatively attractive terms.;positive
on the other hand, the rise in business investment in recent years had brought capital stocks into more acceptable alignment with expected sales, damping the need for further sizable additions.business firms appeared to have completed, or nearly completed, their efforts to bring inventories into better balance with sales, including the rebuilding of motor vehicle stocks after the strike at a major manufacturer was settled in march.;positive
on the basis of recent experience, subdued growth in inventories could be anticipated in the context of the projected expansion of overall economic activity at a pace near the economy's long-run potential.;negative
it was suggested, however, that such an expectation implied relatively restrained inventory investment in comparison with past cyclical patterns.;positive
accordingly, much stronger growth in such investment could occur, with concomitant effects on incomes and the growth of overall spending.with regard to the outlook for housing, the rise in mortgage rates in the past few months could be expected to retard residential construction activity to some extent.;negative
thus far.;neutral
however, increased interest costs did not appear to have had any perceptible effects on housing sales or construction.;negative
indeed, the housing sector was continuing to display a good deal of strength in many parts of the country.;positive
some members observed that the appreciable momentum in housing activity reflected strength in the underlying fundamentals, including continued affordability, that seemed likely to sustain a high level of housing construction for a considerable period of time despite somewhat higher mortgage rates.in the area of fiscal policy, legislative agreement had not yet been reached on how to implement the objective of a balanced federal budget over time, but decisions covering the nearer term implied continued budget restraint.;positive
on the foreign trade side of the economy, an anticipated firming of economic conditions abroad would provide impetus to real net exports, at the same time, however, imports were expected to rise appreciably in response to the expansion of domestic economic activity and the appreciation of the dollar, and on balance the external sector probably would not be boosting real gdp.the outlook for inflation was of key importance to the formulation of monetary policy at this time, but it was clouded by substantial uncertainty.;neutral
one source of uncertainty was the behavior of food and energy prices.;negative
increases in these prices largely accounted for the more rapid rise in consumer prices thus far this year, and they likely would continue to add to inflation in the months ahead.;positive
retail energy prices had risen appreciably, but at least some of that increase was expected to be reversed over the near term.;positive
retail food prices did not yet display any significant effects from the sizable rise in grain prices in recent months, and while some effects on retail prices were likely, their extent and duration were difficult to gauge at this point.;negative
moreover, it was difficult to anticipate how much the higher food and energy prices might affect inflation expectations and wage demands and thereby potentially become embedded more generally in the price structure.also of concern to the members were the possible effects on inflation of continued pressures on resources, especially if the current pace of the expansion should fail to moderate as much as projected.;negative
in recent years, the relationship between resource use and inflation had not followed earlier patterns.;neutral
in particular, increases in labor compensation had been comparatively subdued over an extended period of what seemed to be relatively full employment highlighted by anecdotal reports of scarcities of various types of labor in numerous parts of the country.;negative
in part, worker willingness to accept compara- tively limited increases in compensation could be attributed to the apparent rise in insecurity about the permanence of jobs or the availability of alternative jobs, but the reasons were not fully understood.;negative
from the standpoint of the inflation outlook, it therefore was uncertain how long the period of relatively restrained increases in labor compensation would last.;neutral
against this background, a number of members indicated that they perceived an appreciable risk of rising labor costs and related inflation, even though there was little evidence to date of such developments others noted that they could not rule out the possibility that the favorable experience would be extended.in the committee's discussion of policy for the intermeeting period ahead, all the members supported a proposal to maintain an unchanged degree of pressure in reserve markets.;neutral
the members agreed that the balance of risks on inflation had shifted substantially since early in the year.;positive
at that time, the economy had seemed sluggish and inflation was seen as possibly easing, but more recent developments indicated that the economy was stronger and rising inflation down the road could not be ruled out.;positive
nonetheless, while policy might need to be firmed at some point to head off emerging inflation pressures, financial conditions were not so obviously stimulative as to counsel a need for any immediate tightening of policy.;negative
the real federal funds rate probably was not greatly out of line with its appropriate level, and the rise in longer-term interest rates and the exchange rate meant that financial conditions were now exerting more restraint than earlier this year.;negative
more information might provide a better sense of how the higher interest rates were affecting aggregate demand and perhaps also help--to a small degree--to shed light on the considerable uncertainties surrounding the relationship of output to inflation.;neutral
in any event, actual inflation data--apart from food and energy prices--and many of the usual early warning signs of mounting price pressures did not yet indicate a pickup in the underlying trend of prices.;negative
accordingly, the members viewed policy as appropriately positioned under current circumstances, though ongoing developments would need to be reassessed at the upcoming meeting in early july.;positive
some members noted that the committee would need to anticipate, and act to preclude, a rise in the core rate of inflation that, if it were to materialize, would be difficult and costly to reverse.;negative
in this regard.;neutral
the view was expressed that a firming in policy sooner rather than later was likely to end up promoting stability in output and prices.in the committee's discussion of possible intermeeting adjustments to policy, all the members indicated at least some preference for retaining a symmetric directive.;neutral
members commented that the probability of developments during this period that would warrant a change in policy before the next meeting was quite low, moreover, symmetry did not rule out an intermeeting adjustment, and the chairman could call for a committee consultation should the incoming information raise questions about the stance of monetary policy.;neutral
some members felt that it was especially appropriate that a policy action that represented a reversal of the previous move be made with a full discussion at a regular meeting.;neutral
some members also commented that an asymmetric directive toward restraint would imply a predisposition on the part of the committee to tighten policy at some point, possibly at the next meeting.;negative
while they would be prepared to take such a step if the evidence warranted, their preference was to come into the july meeting without such a presumption.at the conclusion of the committee's discussion, all the members indicated a preference for a directive that called for maintaining the existing degree of pressure on reserve positions and that did not include a presumption about the likely direction of any adjustments to policy during the intermeeting period.;neutral
accordingly, in the context of the committee's long-run objectives for price stability and sustainable economic growth, and giving careful consideration to economic, financial, and monetary developments, the committee decided that slightly greater or slightly lesser reserve restraint would be acceptable during the intermeeting period.;neutral
the reserve conditions contemplated at this meeting were expected to be consistent with moderate growth in m2 and m3 over coming months.at the conclusion of the meeting, the federal reserve bank of new york was authorized and directed, until instructed otherwise by the committee, to execute transactions in the system account in accordance with the following domestic policy directive:the information reviewed at this meeting suggests that, on balance, economic activity has grown moderately in recent months.;positive
nonfarm payroll employment changed little in april after rising substantially in the first quarter the civilian unemployment rate fell to 5.4 percent.;negative
industrial production increased sharply in april, largely reflecting a rebound in motor vehicle assemblies after a strike in march.;positive
retail sales declined somewhat in april after posting a strong gain in the first quarter.;negative
single-family housing starts rose considerably in april.;positive
orders and contracts point to some deceleration in spending on business equipment and nonresidential structures after a very rapid expansion in the first quarter.;negative
the nominal deficit on u.s. trade in goods and services widened significantly in the first quarter from its rate in the fourth quarter of last year.;positive
upward pressures on food and energy prices have led to somewhat larger increases in the consumer price index over recent months.short-term market interest rates have changed little while long-term rates have risen somewhat further since the committee meeting on march 26. in foreign exchange markets, the trade-weighted value of the dollar in terms of the other g-10 currencies has appreciated considerably over the intermeeting period.growth of m2 and m3 slowed substantially in april after recording sizable increases earlier in the year.;negative
for the year through april, both aggregates grew at rates somewhat above the upper bounds of their respective ranges for the year.;positive
expansion in total domestic nonfinancial debt remained moderate on balance over recent months.the federal open market committee seeks monetary and financial conditions that will foster price stability and promote sustainable growth in output.;positive
in furtherance of these objectives, the committee at its meeting in january established ranges for growth of m2 and m3 of 1 to 5 percent and 2 to 6 percent respectively, measured from the fourth quarter of 1995 to the fourth quarter of 1996. the monitoring range for growth of total domestic nonfinancial debt was set at 3 to 7 percent for the year.;neutral
the behavior of the monetary aggregates will continue to be evaluated in the light of progress toward price level stability, movements in their velocities, and developments in the economy and financial markets.in the implementation of policy for the immediate future, the committee seeks to maintain the existing degree of pressure on reserve positions.;neutral
in the context of the committee's long-run objectives for price stability and sustainable economic growth, and giving careful consideration to economic, financial, and monetary developments, slightly greater reserve restraint or slightly lesser reserve restraint would be acceptable in the intermeeting period.;neutral
the contemplated reserve conditions are expected to be consistent with moderate growth in m2 and m3 over coming months.votes for this action:messrs. greenspan, mcdonough, boehne, jordan, kelley, lindsey, mcteer, ms. phillips, mr. stern, and ms. yellen.votes against this action:none.it was agreed that the next meeting of the committee would be held ontuesday-wednesday, july 2-3, 1996.the meeting adjourned at 1:15 p.m.donald l. kohnsecretary[return to top]home|fomcaccessibilityto comment on this site, please fill out ourfeedbackform.last update: july 16, 1996 12:00 pm;neutral
