sentence;sentiment
expansion in total domestic nonfinancial debt had been moderate on balance over recent months and had remained in the middle portion of its range.the staff forecast prepared for this meeting, which differed little from that for the previous meeting, suggested that the expansion would slow to a rate around, or perhaps a little above, the economy's estimated growth potential.;negative
expansion of consumer spending was forecast to rebound from the sluggish third-quarter rate in light of strong income trends, the favorable effect of the rise in the stock market this year on household wealth, and the generally ample availability of credit.;positive
homebuilding was anticipated to slow somewhat in response to this year's increase in residential mortgage rates but to remain at a relatively high level in the context of sustained income growth and the still-favorable cash-flow affordability of home ownership.;positive
the expansion of business investment in equipment and structures was projected to slow gradually in response to an easing of pressures on capacity, a prospective slackening in the growth of corporate cash flows, and the rise in long-term interest rates that had occurred this year.;negative
only modest fiscal restraint was anticipated over the forecast period.;negative
inflation, which had been boosted thus far in 1996 by adverse developments in food and energy markets, was projected to remain somewhat above that of recent years, given high levels of resource utilization and a noticeable step-up in labor compensation that would be reinforced by the legislated rise in the federal minimum wage.in the committee's discussion of current and prospective economic developments, members commented that the incoming information had been mixed since the august meeting but that on the whole it continued to suggest appreciable slowing in the economic expansion from a rapid and unsustainable pace in the second quarter.;negative
data for many components of final demand, notably in the consumer sector, indicated that economic growth had moderated considerably in recent months.;negative
at the same time, supply-side data including employment and industrial production had remained relatively robust, contributing to uncertainty about underlying growth and suggesting that inventory accumulation had picked up during the summer.;positive
while the extent of the slowing in the overall expansion remained unclear, there were no indications of serious imbalances in the economy, and the members generally viewed further growth at a pace near that of the economy's potential as a likely prospect.;positive
they continued to be concerned, however, about the outlook for inflation, given the high level of production.;negative
in that regard, some commented that labor markets appeared to have tightened further in recent months and that wages were rising at a somewhat faster pace.;negative
even so, the rate of price inflation had not picked up and the prospects were good that inflation would remain contained for some time.;positive
whether the factors that had contributed to such a price performance would persist remained a key uncertainty in the economic outlook, and the members generally agreed that the risks continued to be tilted to some extent in the direction of rising price inflation over the forecast horizon.return to topin their discussion of the outlook for spending in key sectors of the economy, members commented that consumer expenditures were likely to pick up after their summer lull, though probably to a pace appreciably below that in the first half of this year.;positive
favorable factors in the outlook for consumer spending included strong gains in employment and income, the wealth effect stemming from the rise that had occurred in the value of financial assets, and generally buoyant consumer sentiment.;positive
the improvement in the consumer sector would tend to be restrained, however, by the increase in consumer debt burdens and the probable satisfaction of much of the pent-up demands for consumer durables during the current expansion.;positive
business fixed investment likewise was expected to provide considerable further stimulus to the economy.;positive
expenditures for business equipment, notably for office and computing equipment, were expected to expand substantially further, and recent weakness in nonresidential construction might well prove to be temporary, judging in part from anecdotal reports of considerable strength in commercial real estate markets in many areas.;positive
on the whole, however, the completion of numerous capital spending programs in conjunction with slower projected growth in overall demand could be expected to temper the expansion of business investment over coming quarters.;negative
in the housing sector, recent developments were somewhat mixed, but they suggested on balance that housing activity had held up better than expected in the light of increased mortgage interest rates.;positive
it was suggested in this regard that the retarding effects of higher rates on fixed-rate mortgage contracts were being blunted to some extent by shifts toward adjustable rate mortgages.;negative
even so, and consistent with the softening already observed in a number of areas, residential construction was thought likely to drift lower over time.the outlook for inventory investment, as is typically the case, was very difficult to assess.;negative
the moderation in the expansion of final demand in recent months, together with still relatively robust growth in employment and production, suggested that inventory investment had picked up since the second quarter.;positive
the strength in inventories in july tended to confirm that assessment.;positive
however, assuming moderate economic growth in line with current forecasts, there was no reason to anticipate substantial further strengthening in inventory investment over coming quarters.;positive
indeed, the recent rebuilding of inventories after little or no growth earlier in the year made rapid expansion less likely going forward.;positive
the members acknowledged, nonetheless, that inventory developments needed to be monitored with care, including such indirect signs as rising pressures on the prices of intermediate goods and tightening delivery schedules that might provide incentives for a rapid buildup.;positive
with capacity utilization already at high levels, relatively rapid growth in inventory investment, if it were superimposed on stronger-than- projected expansion in final demand, could portend serious pressures on resources and inflationary consequences for the economy.in their comments about the outlook for inflation, members observed that the recent behavior of price inflation was a welcome though highly unusual development, given current pressures on resources.;negative
the statistical and anecdotal information provided evidence of increasingly tight labor markets that under similar conditions historically had been associated with considerable upward pressure on nominal labor compensation and, in turn, on prices.;negative
while wages, and probably total labor compensation, were rising more rapidly this year, the acceleration in the latter still appeared to be held down by worker insecurity and relatively subdued increases in the cost of benefits.;negative
moreover, for a variety of reasons rising labor costs were not currently being passed through to prices, which by several key measures adjusted for their volatile food and energy components exhibited a steady or even a declining trend.;negative
explanations tended to concentrate on the intense competition in many markets, which prevented firms from raising prices to absorb cost increases.return to topcompetitive pressures also were compelling firms to curb cost increases through improvements in their productivity performance.;positive
widespread reports suggested major gains in productivity in numerous industries, induced in recent years by business restructuring and related activities and by large capital investments that had introduced increasingly productive equipment.;positive
although currently available measures of productivity for the economy as a whole showed only weak gains, sectoral disaggregation of the data gave reasons to question the productivity measurements.;negative
productivity had increased fairly sharply in manufacturing, and the slowdown in overall productivity since 1973 had been concentrated in the service areas of the economy.;negative
indeed, measured productivity in noncorporate businesses--largely services--had displayed a negative trend for many years.;negative
this result was implausible and suggested considerable error in estimating output and prices for many services.;negative
consequently, it was likely that actual productivity growth was higher than the current measures indicated.;positive
by the same token, the rate of price inflation was lower than had been reported, consistent with the findings of a number of studies of distortions in published price data.the implications for the inflation outlook were not clear- cut.;negative
the key question was how long the favorable price behavior would persist.;neutral
advances in productivity had boosted profit margins, and high margins were helpful in that they could absorb some portion of any cost increases for a time.;positive
however, many business contacts indicated that they would resist squeezes in profit margins, and continued acceleration in costs would eventually feed through to greater price inflation whatever the rate of productivity growth.;positive
the behavior of costs and the ability of businesses to pass along any greater increases over time would depend on the extent to which the expansion would slow and how much associated pressure there would be in labor and product markets.;neutral
in this connection, some members observed that even if the expansion were to slow to a sustained pace around the rate of increase of the economy's potential, price inflation could well trend at least modestly higher at current levels of resource utilization.;positive
others did not disagree that the odds might be tilted marginally in that direction, but they continued to believe that a great deal of uncertainty surrounded the outlook for resource use and, in turn, the relationship between a given degree of pressure on resources and overall price changes.;negative
in sum, assuming economic growth generally in line with their forecasts, the critical question for some was when and how much inflation would rise many others were not persuaded of the inevitability of such an outcome.return to topin the committee's discussion of policy for the intermeeting period ahead, nearly all the members indicated that they could support an unchanged policy stance and the retention of a bias toward restraint in the directive.;neutral
the members generally agreed that while the risks were greater that price inflation would rise than that it would fall, higher inflation was not a foregone conclusion and most believed that the uncertainties in the outlook made it prudent to hold monetary policy on a steady course and await further developments.;positive
the expansion appeared to be slowing substantially and broad measures of prices, adjusted for fluctuations in their food and energy components, still indicated a steady or even slightly declining inflation trend.;negative
in these circumstances, the committee could wait for more information on the momentum of the expansion and the degree of pressure on resources and its implications for inflation.;neutral
a delay in adjusting monetary policy was facilitated by its current positioning, which did not appear to be far from a desirable longer-term stance because any pickup in inflation was likely to be relatively small and gradual, and was further supported by the possibility of an excessive reaction in financial markets to a change in the direction of policy.;positive
a few members indicated that they could vote for some slight tightening in policy, although they did not feel any urgency about such a move.;neutral
they observed that the decision was a close one for them, and in light of the uncertainties that were involved, they were willing to join the majority and wait for further evidence bearing on the outlook for inflation.;positive
with regard to possible intermeeting adjustments to policy, the members agreed that retaining an asymmetric directive that was biased toward restraint would be consistent with their assessments of the inflation risks in the economy.;neutral
accordingly, information suggesting that the odds on higher inflation had risen should be met with a prompt policy firming.a differing view focused on the desirability of a prompt move toward restraint to curb what were seen as growing inflationary pressures in the economy.;positive
tight labor markets were likely to exert continuing upward pressure on labor costs, barring unexpected weakness in the economy, and at some point those costs would begin to be passed through to prices.;negative
in the circumstances, it was important for policy to be forward-looking and to move promptly to head off intensifying inflationary pressures.;neutral
potentially, waiting could require more disruptive policy tightening actions later and could risk the credibility of the system's anti-inflation policy.return to topat the conclusion of the committee's discussion, all but one of the members indicated that they could accept a directive that called for maintaining the existing degree of pressure on reserve positions and that included a bias toward the possible firming of reserve conditions during the intermeeting period.;positive
accordingly, in the context of the committee's long-run objectives for price stability and sustainable economic growth, and giving careful consideration to economic, financial, and monetary developments, the committee decided that somewhat greater reserve restraint would be acceptable and slightly lesser reserve restraint might be acceptable during the intermeeting period.;neutral
the reserve conditions contemplated at this meeting were expected to be consistent with moderate growth of m2 and m3 over coming months.the federal reserve bank of new york was authorized and directed, until instructed otherwise by the committee, to execute transactions in the system account in accordance with the following domestic policy directive:the information reviewed at this meeting suggests that growth in economic activity has moderated appre ciably from an elevated second-quarter pace.;positive
private nonfarm payroll employment grew less rapidly over july and august than in the second quarter, while the civilian unemployment rate declined to 5.1 percent in august.;negative
industrial production increased somewhat less rapidly on average in july and august than in the prior few months.;positive
total retail sales rose slightly over july and august after having declined substantially in june.;positive
housing starts in july and august were unchanged on average from their second-quarter level.;negative
demand for business equipment has remained strong, while spending on nonresidential structures has changed little on balance in recent months.;positive
the nominal deficit on u.s. trade in goods and services widened substantially in july from its average in the second quarter.;positive
increases in labor compensation have been somewhat larger this year, but consumer price inflation, excluding its food and energy components, has edged lower.most market interest rates have risen somewhat on balance since the committee meeting on august 20, 1996. in foreign exchange markets, the trade-weighted value of the dollar in terms of the other g-10 currencies has appreciated slightly over the intermeeting period.growth of m2 and m3 picked up in august, but they continued to expand at rates below those in the first half of the year.;positive
for the year through august, both aggregates are estimated to have grown at rates in the upper portions of their respective ranges for the year.;positive
expansion in total domestic nonfinancial debt has been moderate on balance over recent months and has remained in the middle portion of its range.the federal open market committee seeks monetary and financial conditions that will foster price stability and promote sustainable growth in output.;positive
in furtherance of these objectives, the committee at its meeting in july reaffirmed the ranges it had established in january for growth of m2 and m3 of 1 to 5 percent and 2 to 6 percent respectively, measured from the fourth quarter of 1995 to the fourth quarter of 1996. the monitoring range for growth of total domestic nonfinancial debt was maintained at 3 to 7 percent for the year.;neutral
for 1997 the committee agreed on a tentative basis to set the same ranges as in 1996 for growth of the monetary aggregages and debt, measured from the fourth quarter of 1996 to the fourth quarter of 1997. the behavior of the monetary aggregates will continue to be evaluated in the light of progress toward price level stability, movements in their velocities, and developments in the economy and financial markets.in the implementation of policy for the immediate future, the committee seeks to maintain the existing degree of pressure on reserve positions.;neutral
in the context of the committee's long-run objectives for price stability and sustainable economic growth, and giving careful consideration to economic, financial, and monetary developments, somewhat greater reserve restraint would or slightly lesser reserve restraint might be acceptable in the intermeeting period.;neutral
the contemplated reserve conditions are expected to be consistent with moderate growth in m2 and m3 over coming months.votes for this action:messrs. greenspan, mcdonough, boehne, jordan, kelley, lindsey, mcteer, meyer, mses.;neutral
phillips, rivlin, and yellen.vote against this action:mr. stern.mr.;neutral
stern dissented because he believed that a modestly more restrictive policy was appropriate.;neutral
in his view, historical precedents suggested that prolonged periods of taut labor markets were eventually associated with rising inflation.;negative
given prevailing pressures on resources, especially labor, mr. stern was concerned about the distinct risk of an acceleration of inflation.;negative
should this acceleration occur, he believed it would prove disruptive to the favorable performance of the economy, and he preferred to begin to address this risk promptly.return to topamendment to authorization for foreign currency operationsat this meeting the committee considered a proposal to replace the existing 12-month maturity limit on the investment of foreign currency balances with an 18-month average duration limit.;neutral
the proposal was designed to allow the manager a wider choice of maturities and hence somewhat greater operational flexibility in the implementation of the system's primary portfolio objectives of liquidity with respect to investments in foreign government securities and limits on overall interest rate and credit risks.;positive
at the conclusion of their review, the committee members voted unanimously to amend section 5 of the authorization for foreign currency operations to read as follows:5. foreign currency holdings shall be invested to ensure that adequate liquidity is maintained to meet anticipated needs and so that each currency portfolio shall generally have an average duration of no more than 18 months (calculated as macaulay duration).;neutral
when appropriate in connection with arrangements to provide investment facilities for foreign currency holdings, u.s. government securities may be purchased from foreign central banks under agreements for repurchase of such securities within 30 calendar days.return to topliquidity management and the maturity structure of the soma portfoliothe committee also reviewed, on a preliminary basis, its current practices with regard to the maturity structure of the system open market account (soma) portfolio of treasury obligations.;neutral
in its last such review, at its meeting on march 31, 1992, the committee decided that the enhanced liquidity of the soma portfolio that had been achieved should be maintained but that net additions to system holdings should continue to be spread across all maturity areas.;positive
in the course of their discussion at this meeting, the members agreed that the primary objective in the management of the soma portfolio was to ensure a high degree of liquidity so that prompt and effective adjustments could be made without unduly affecting the market for treasury securities.it was agreed that the next meeting of the committee would be heldon wednesday, november 13, 1996.the meeting adjourned at 1:40 p.m.donald l. kohnsecretaryfootnotes1attended portion of meeting relating to proposal to amend the authorization for foreign currency operations.return to tophome|fomcaccessibilityto comment on this site, please fill out ourfeedbackform.last update: november 15, 1996 4:30 pm;neutral
