sentence;sentiment
in late february, emerging signs that the u.s. economy was generally stronger than expected and that economic conditions abroad were comparatively weaker than they had seemed earlier fostered a rebound in the value of the dollar.growth of the broader monetary aggregates strengthened considerably in february and early march following the decline in short-term interest rates in late 1995 and early 1996. the acceleration of m2 reflected a surge in demand deposits as well as larger inflows to retail money market mutual funds, whose yields tend to adjust with a lag to changes in short-term market interest rates.;positive
larger inflows to institution-only money market funds contributed to m3's stronger performance.;positive
growth of total domestic nonfinancial debt slowed somewhat in december and january, reflecting reduced federal government borrowing, but remained moderate on balance.the staff forecast prepared for this meeting suggested that the pace of economic expansion would pick up over coming months after a sluggish fourth quarter.;negative
other than a better performance over the first half of 1996 associated with somewhat faster increase in final sales, this forecast differed little from that prepared for the previous meeting and indicated that the economy was expected to expand generally along its estimated potential.;positive
consumer spending was projected to grow slightly more than disposable income the favorable effect of higher equity prices on household wealth and the still-ample availability of credit were expected to outweigh persisting consumer concerns about job security and the effects of already high household debt burdens.;positive
homebuilding activity was projected to decline a little in response to the recent backup in residential mortgage rates but to remain at a relatively high level.;negative
a less rapid pace of business investment in equipment and structures was expected in light of the decline over the past year in the rate of utilization of production capacity and the moderate growth projected for sales and profits.;negative
the external sector was expected to exert a small restraining influence on economic activity over the projection period.;neutral
the persisting impasse in the federal budget negotiations suggested little further fiscal contraction in coming quarters.;negative
given the outlook for economic activity, rates of utilization of labor and capital were not expected to change materially and inflation was projected to increase modestly.in the committee's discussion of current and prospective economic developments, members commented on the resiliency of the economy, which appeared to have strengthened appreciably after a period of subpar growth.;positive
the latter had been induced to a large extent by inventory adjustments whose effects were exacerbated temporarily by government shutdowns, unusually severe winter weather, and industrial strikes.;negative
the adjustment in inventory investment seemed to be nearing its completion, and some members observed that the settlement of the recent strike in the motor vehicle industry might well impart added impetus to the expansion over the nearer term.;positive
considerable volatility could be expected in the short-run performance of the economy, but the members continued to view trend growth at a pace near the economy's potential as the most probable outcome.;positive
many also commented that the risks to such a forecast appeared to have shifted from being predominantly on the downside earlier in the year to better balanced currently.;positive
still, substantial uncertainties attended the economic outlook, and a number of members observed that an economic performance that differed considerably in either direction from their current forecasts might well materialize over the projection period.;negative
regarding the outlook for inflation, members' assessments tended to center on expectations of little change in average consumer price inflation over the projection horizon.the review of regional economic developments by the federal reserve bank presidents pointed to moderate expansion in economic activity across much of the nation, though growth was described as modest in a few regions and relatively robust in some others.;positive
business conditions appeared to have improved in a number of areas since early in the year, but as had been true previously, activity in various sectors of the economy remained uneven.;negative
manufacturing of most durable goods other than motor vehicles and some defense industry products displayed considerable strength, while the production of many nondurable goods tended to lag.;positive
in agriculture, high feed costs and low market prices were depressing the cattle industry, while elevated grain prices were boosting the incomes of farmers not subject to the effects of locally adverse weather conditions.the economy had displayed considerable resilience in the face of adjustments to production associated with efforts by many business firms to reduce inventories and a number of additional, albeit temporary, developments that had tended to retard the expansion in the latter part of 1995 and at the start of this year.;negative
apparently, relatively low long-term interest rates and the related substantial appreciation in the value of stock and bond market holdings had been important factors helping to sustain spending in this period.;positive
in the context of continued underlying momentum in final demand and some decline in excess stocks of unsold motor vehicles stemming from the recently ended strike at a major domestic producer, inventories now seemed to be in better balance with sales and the economy to be better positioned to accommodate sustained expansion.;positive
some members observed, however, that the recent increase in intermediate- and long-term interest rates would tend to blunt demand in interest-sensitive sectors of the economy.;negative
moreover, stock market prices had risen to comparatively high levels in relation to earnings and interest rates and might be vulnerable to further weakness in the debt markets or to any tendency for business profit margins to erode.in the course of their comments about developments in key sectors of the economy, members referred to recent indications, including anecdotal reports, of appreciable strengthening in retail sales that tended to support forecasts of sustained growth in consumer spending in coming quarters.;positive
in addition, surveys of consumer sentiment, which had been more favorable recently, and sharply increased household net worth were seen as positive factors in the outlook for consumer expenditures.;positive
on the negative side, some members observed that the rise in consumer indebtedness and the recent increase in interest rates would tend to damp consumer spending.;negative
given these financial crosscurrents, it was suggested that growth in consumer spending might approximate that of disposable income over the forecast horizon.the prospects for business capital spending remained a sup- portive element in the outlook for further economic expansion, but growth in such spending was expected to slow considerably from its rapid pace over the past few years.;negative
the ready availability and fairly low cost of business finance in equity and debt markets and the continuing commitment of business firms to modernizing their facilities to hold down costs in highly competitive markets would tend to support growth in business fixed investment.;positive
profits and cash flows were expected to remain reasonably strong, though there were tentative signs of some softening in profit margins.;positive
on the other hand, the longevity of the current expansion had resulted in the addition of a good deal of production capacity in recent years.;positive
this development in conjunction with some decline in capacity utilization over the past several quarters pointed to less need for expansion in plant and equipment.;negative
the rise in outlays for computers and related products was likely to remain fairly robust in light of the continuing advances in technology and the marked downtrend in computer prices, but the growth of computer expenditures was projected to be well below the extraordinary pace of the past few years.;negative
the slowdown would reflect factors that were expected to damp the growth of overall business investment spending and a greater saturation of potential computer markets that might lead to more emphasis on replacement demand rather than the further expansion of capacity.housing activity generally was expected to be well maintained in coming quarters, though likely to moderate to some extent from current levels in lagged response to the rise that had occurred in mortgage interest rates.;positive
the response of housing expenditures to rate increases was uncertain, and a few members commented that the prospective slowing in housing construction could be fairly pronounced.;negative
for the nearer term, however, recent data were indicative of considerable underlying strength in housing markets, especially in light of the adverse effects of notably unfavorable weather conditions in many parts of the country this winter.;positive
those data tended to be supported by anecdotal reports of significant improvement in housing markets in several regions over the course of recent months.;positive
contributing to that performance, however, might be a temporary acceleration of purchases by home buyers who anticipated further increases in mortgage interest rates.;negative
the latter were viewed, nonetheless, as still low in comparison with their average level over the past several years.the outlook for fiscal policy remained uncertain, especially for future years.;negative
it was suggested that the stalemate between the congress and the administration on major spending and tax issues might not be resolved in coming months or indeed during the current session of congress.;negative
however, already legislated appropriations and current continuing resolutions still pointed to considerable restraint in federal spending this year.;negative
with regard to the external sector of the economy, projections of appreciable growth in exports tended to be supported by anecdotal comments of strong export demand for goods produced in various parts of the country, including some improvement in exports to mexico.;positive
at the same time, imports might well expand somewhat more rapidly than exports if the domestic economy strengthened as projected this year from its reduced rate of growth in 1995.the members did not differ greatly in their assessments of the most probable course of inflation.;positive
their expectations ranged from essentially unchanged to slightly higher inflation in comparison with 1995. at the same time, members expressed somewhat differing views about possible deviations of inflation from their expectations.;negative
those who emphasized the risks of higher-than-projected inflation tended to cite the potential for increasing wage and price pressures in an economy that already was operating at or close to its estimated capacity.;negative
increases in labor costs had been unusually subdued in light of the relatively low unemployment nationwide and widespread anecdotal reports of labor shortages.;negative
in this view the rise in labor costs could well accelerate at some point, though not necessarily in the near term, with some feedthrough to prices.;positive
other developments that generated some concern about the outlook for inflation included the rise in the costs of medical benefits in the fourth quarter, price pressures in the energy and food sectors of the economy, and the possibility that the recent rise in intermediate- and long-term interest rates might to some extent reflect worsening inflationary expectations.;negative
other members saw only a limited risk of higher inflation, and a few indicated that they did not rule out some reduction in consumer price inflation from that experienced in 1995. in this view there was sufficient capacity in the economy to allow room for moderate growth of economic activity in line with their forecasts without fostering added inflation.;positive
moreover, there was only scattered evidence of accelerating increases in worker compensation associated with labor shortages and little indication that possibly diminishing worries about job security would induce rising labor militancy.;negative
some members also stressed the persistence of strong competition in numerous markets that tended to preclude or restrain raising prices.in the committee's discussion of policy for the intermeeting period ahead, all the members endorsed a proposal to maintain an unchanged degree of pressure in reserve markets.;neutral
this policy preference was based on expectations of growth in business activity at a pace averaging in the vicinity of the economy's potential, a perception among the members that the risks to such an outlook were more balanced than earlier, and anticipations that under these circumstances inflation would remain constrained.;positive
the economy seemed to have adequate forward momentum and did not appear to require any further stimulus, whose implementation might contribute to inflationary pressures in the economy.;positive
several members observed that robust growth in broad money for some months suggested that monetary policy had been supportive of sustained economic expansion.;positive
at the same time, information on the economy and prices did not seem to indicate developing inflation pressures that needed to be contained by tightening policy at this juncture.;neutral
indeed, some members commented that, judged from one perspective, financial conditions had tightened somewhat as a consequence of the recent rise in intermediate- and long-term interest rates, though it was difficult to disentangle the real and the inflation components of the rate increases.;positive
nonetheless, a number of members noted that inflation was not expected to moderate further over the projection horizon and that it could move higher and the committee would need to be particularly vigilant in guarding against such an outcome.;negative
against this background, the members favored an unbiased instruction in the directive that did not prejudice possible intermeeting adjustments to policy in either direction.at the conclusion of the committee's discussion, all the members indicated a preference for a directive that called for maintaining the existing degree of pressure on reserve positions and that did not include a presumption about the likely direction of any adjustments to policy during the intermeeting period.;neutral
accordingly, in the context of the committee's long-run objectives for price stability and sustainable economic growth, and giving careful consideration to economic, financial, and monetary developments, the committee decided that slightly greater or slightly lesser reserve restraint would be acceptable during the intermeeting period.;neutral
the reserve conditions contemplated at this meeting were expected to be consistent with moderate growth in m2 and m3 over coming months.at the conclusion of the meeting, the federal reserve bank of new york was authorized and directed, until instructed otherwise by the committee, to execute transactions in the system account in accordance with the following domestic policy directive:many of the data for recent months reviewed at this meeting were influenced to an uncertain degree by unusually severe winter weather, industrial strikes, and u.s. government shutdowns.;negative
on balance, the expansion in economic activity appears to have picked up after slowing appreciably in late 1995. nonfarm payroll employment surged in february, considerably more than offsetting a large drop in january, and the civilian unemployment rate fell to 5.5 percent.;negative
manufacturing production increased sharply in february after a sizable decline in january.;positive
growth of consumer spending, which had been sluggish earlier in the winter, spurted in february, paced by strong motor vehicle purchases.;positive
housing starts rose in january and february.;positive
orders and contracts point to continuing expansion of spending on business equipment and nonresidential structures.;positive
the nominal deficit on u.s. trade in goods and services narrowed substantially in the fourth quarter from its average rate in the third quarter.;positive
there has been no clear change in underlying inflation trends.changes in short-term market interest rates have been mixed while long-term rates have risen appreciably since the committee meeting on january 30-31. in foreign exchange markets, the trade-weighted value of the dollar in terms of the other g-10 currencies has declined slightly over the intermeeting period.growth of m2 and m3 has strengthened considerably in recent months, while expansion in total domestic nonfinancial debt has remained moderate on balance.the federal open market committee seeks monetary and financial conditions that will foster price stabil- ity and promote sustainable growth in output.;negative
in furtherance of these objectives, the committee at its meeting in january established ranges for growth of m2 and m3 of 1 to 5 percent and 2 to 6 percent respectively, measured from the fourth quarter of 1995 to the fourth quarter of 1996. the monitoring range for growth of total domestic nonfinancial debt was set at 3 to 7 percent for the year.;neutral
the behavior of the monetary aggregates will continue to be evaluated in the light of progress toward price level stability, movements in their velocities, and developments in the economy and financial markets.in the implementation of policy for the immediate future, the committee seeks to maintain the existing degree of pressure on reserve positions.;neutral
in the context of the committee's long-run objectives for price stability and sustainable economic growth, and giving careful consideration to economic, financial, and monetary developments, slightly greater reserve restraint or slightly lesser reserve restraint would be acceptable in the intermeeting period.;neutral
the contemplated reserve conditions are expected to be consistent with moderate growth in m2 and m3 over coming months.votes for this action:messrs. greenspan, mcdonough, boehne, jordan, kelley, lindsey, mcteer, ms. phillips, mr. stern, and ms. yellen.votes against this action:none.it was agreed that the next meeting of the committee would be held on tuesday, may 21, 1996.the meeting adjourned at 10:35 a.m.donald l. kohnsecretary[return to top]home|fomcaccessibilityto comment on this site, please fill out ourfeedbackform.last update: july 16, 1996 12:00 pm;neutral
